"ISO.3.Country.Code"	"LOCODE.Code"	"Description"	"Coordinates"	"lat"	"lon"	"range"
"280"	"GBR"	"GBBCS"	"Brancaster Staithe"	"5297N 00067E"	52.96666667	0.666666667	3
"281"	"GBR"	"GBBDF"	"Broadford, Isle of Skye"	"5723N 00588W"	57.23333333	-5.883333333	3
"282"	"GBR"	"GBBDI"	"Brodick, Isle of Arran"	"5557N 00513W"	55.56666667	-5.133333333	3
"283"	"GBR"	"GBBDT"	"Broadstairs"	"5137N 00142E"	51.36666667	1.416666667	3
"284"	"GBR"	"GBBFF"	"Banff"	"5767N 00253W"	57.66666667	-2.533333333	3
"285"	"GBR"	"GBBGL"	"Bagillt"	"5327N 00317W"	53.26666667	-3.166666667	3
"286"	"GBR"	"GBBLC"	"Blakeney"	"5295N 00102E"	52.95	1.016666667	3
"287"	"GBR"	"GBBLI"	"Balintore"	"5775N 00390W"	57.75	-3.9	3
"288"	"GBR"	"GBBLR"	"Ballylumford"	"5483N 00578W"	54.83333333	-5.783333333	3
"289"	"GBR"	"GBBMO"	"Burnmouth"	"5585N 00205W"	55.85	-2.05	3
"290"	"GBR"	"GBBND"	"Barnstaple"	"5108N 00407W"	51.08333333	-4.066666667	3
"291"	"GBR"	"GBBNN"	"Braunton"	"5110N 00418W"	51.1	-4.183333333	3
"292"	"GBR"	"GBBNR"	"Ballantrae"	"5508N 00498W"	55.08333333	-4.983333333	3
"293"	"GBR"	"GBBPT"	"Burry Port"	"5168N 00425W"	51.68333333	-4.25	3
"294"	"GBR"	"GBBRJ"	"Brora"	"5802N 00383W"	58.01666667	-3.833333333	3
"295"	"GBR"	"GBBRS"	"Bristol"	"5145N 00258W"	51.45	-2.583333333	3
"296"	"GBR"	"GBBRV"	"Barrow Haven"	"5297N 00307W"	52.96666667	-3.066666667	3
"297"	"GBR"	"GBBSC"	"Boscastle"	"5068N 00470W"	50.68333333	-4.7	3
"298"	"GBR"	"GBBSI"	"Bognor Regis"	"5078N 00068W"	50.78333333	-0.683333333	3
"299"	"GBR"	"GBBUD"	"Bude"	"5083N 00455W"	50.83333333	-4.55	3
"300"	"GBR"	"GBBUE"	"Bursledon"	"5087N 00130W"	50.86666667	-1.3	3
"301"	"GBR"	"GBBUF"	"Burray"	"5885N 00292W"	58.85	-2.916666667	3
"302"	"GBR"	"GBBYC"	"Ballycastle"	"5522N 00623W"	55.21666667	-6.233333333	3
"303"	"GBR"	"GBCAF"	"Collafirth"	"6052N 00132W"	60.51666667	-1.316666667	3
"304"	"GBR"	"GBCAH"	"Carnlough"	"5498N 00600W"	54.98333333	-6	3
"305"	"GBR"	"GBCAR"	"Cardigan (Aberteifi)"	"5208N 00465W"	52.08333333	-4.65	3
"306"	"GBR"	"GBCCH"	"Christchurch"	"5073N 00175W"	50.73333333	-1.75	3
"307"	"GBR"	"GBCEB"	"Cemaes Bay"	"5342N 00445W"	53.41666667	-4.45	3
"308"	"GBR"	"GBCEI"	"Ceinewydd (New Quay)"	"5222N 00437W"	52.21666667	-4.366666667	3
"309"	"GBR"	"GBCGJ"	"Craighouse, Isle of Jura"	"5583N 00593W"	55.83333333	-5.933333333	3
"310"	"GBR"	"GBCLS"	"Clacton-on-Sea"	"5180N 00115E"	51.8	1.15	3
"311"	"GBR"	"GBCNA"	"Canna, Inner Hebrides"	"5705N 00650W"	57.05	-6.5	3
"312"	"GBR"	"GBCNC"	"Crinan"	"5608N 00555W"	56.08333333	-5.55	3
"313"	"GBR"	"GBCOU"	"Coulport"	"5600N 00485W"	56	-4.85	3
"314"	"GBR"	"GBCOV"	"Coverack"	"5002N 00510W"	50.01666667	-5.1	3
"315"	"GBR"	"GBCRA"	"Carradale"	"5558N 00545W"	55.58333333	-5.45	3
"316"	"GBR"	"GBCRJ"	"Crail"	"5625N 00262W"	56.25	-2.616666667	3
"317"	"GBR"	"GBCRR"	"Cromer"	"5293N 00130E"	52.93333333	1.3	3
"318"	"GBR"	"GBCTN"	"Castletown"	"5860N 00338W"	58.6	-3.383333333	3
"319"	"GBR"	"GBCUA"	"Cuan Ferry, Seil"	"5627N 00562W"	56.26666667	-5.616666667	3
"320"	"GBR"	"GBCUE"	"Cushendun"	"5513N 00605W"	55.13333333	-6.05	3
"321"	"GBR"	"GBCUS"	"Cushendall"	"5508N 00605W"	55.08333333	-6.05	3
"322"	"GBR"	"GBCUV"	"Cullivoe, Yell"	"6070N 00100W"	60.7	-1	3
"323"	"GBR"	"GBCWA"	"Conwy (Conway)"	"5328N 00383W"	53.28333333	-3.833333333	3
"324"	"GBR"	"GBDBR"	"Dunbar"	"5598N 00248W"	55.98333333	-2.483333333	3
"325"	"GBR"	"GBDDM"	"Dundrum"	"5425N 00585W"	54.25	-5.85	3
"326"	"GBR"	"GBDGL"	"Douglas"	"5555N 00385W"	55.55	-3.85	3
"327"	"GBR"	"GBDHD"	"Donaghadee"	"5463N 00553W"	54.63333333	-5.533333333	3
"328"	"GBR"	"GBDRM"	"Drummore"	"5469N 00489W"	54.691495	-4.89222	3
"329"	"GBR"	"GBDUE"	"Dunbeath"	"5823N 00343W"	58.23333333	-3.433333333	3
"330"	"GBR"	"GBDWL"	"Bradwell Waterside"	"5173N 00088E"	51.73333333	0.883333333	3
"331"	"GBR"	"GBDYS"	"Dysart"	"5612N 00313W"	56.11666667	-3.133333333	3
"332"	"GBR"	"GBEBO"	"Eastbourne"	"5077N 00028E"	50.76666667	0.283333333	3
"333"	"GBR"	"GBELI"	"Elie"	"5618N 00280W"	56.18333333	-2.8	3
"334"	"GBR"	"GBEMS"	"Emsworth"	"5085N 00093W"	50.85	-0.933333333	3
"335"	"GBR"	"GBEYM"	"Eyemouth"	"5587N 00208W"	55.86666667	-2.083333333	3
"336"	"GBR"	"GBFBH"	"Flamborough"	"5412N 00012W"	54.11666667	-0.116666667	3
"337"	"GBR"	"GBFEB"	"Ferrybridge"	"5370N 00127W"	53.7	-1.266666667	3
"338"	"GBR"	"GBFET"	"Fleet"	"5278N 00000E"	52.78333333	0	3
"339"	"GBR"	"GBFID"	"Findochty"	"5768N 00290W"	57.68333333	-2.9	3
"340"	"GBR"	"GBFIH"	"Fisherrow/Musselburgh"	"5593N 00307W"	55.93333333	-3.066666667	3
"341"	"GBR"	"GBFIO"	"Fionnphort, Isle of Mull"	"5632N 00635W"	56.31666667	-6.35	3
"342"	"GBR"	"GBFLY"	"Filey"	"5421N 00029W"	54.21	-0.289166667	3
"343"	"GBR"	"GBFOL"	"Folkestone"	"5108N 00115E"	51.08333333	1.15	3
"344"	"GBR"	"GBFWM"	"Fort William"	"5682N 00508W"	56.81666667	-5.083333333	3
"345"	"GBR"	"GBGAR"	"Gairloch"	"5770N 00568W"	57.7	-5.683333333	3
"346"	"GBR"	"GBGAS"	"Galmisdale, Eigg"	"5687N 00613W"	56.86666667	-6.133333333	3
"347"	"GBR"	"GBGDN"	"Gardenstown"	"5767N 00233W"	57.66666667	-2.333333333	3
"348"	"GBR"	"GBGFD"	"Greenfield"	"5328N 00322W"	53.28333333	-3.216666667	3
"349"	"GBR"	"GBGIG"	"Ardminish, Gigha Island"	"5565N 00573W"	55.65	-5.733333333	3
"350"	"GBR"	"GBGLP"	"Golspie"	"5797N 00393W"	57.96666667	-3.933333333	3
"351"	"GBR"	"GBGOR"	"Gorran Haven"	"5023N 00480W"	50.23333333	-4.8	3
"352"	"GBR"	"GBGRN"	"Granton"	"5598N 00320W"	55.98333333	-3.2	3
"353"	"GBR"	"GBGRO"	"Groomsport"	"5467N 00562W"	54.66666667	-5.616666667	3
"354"	"GBR"	"GBGUD"	"Gourdon"	"5682N 00228W"	56.81666667	-2.283333333	3
"355"	"GBR"	"GBHLN"	"Helensburgh"	"5598N 00468W"	55.98333333	-4.683333333	3
"356"	"GBR"	"GBHMA"	"Helmsdale"	"5810N 00365W"	58.1	-3.65	3
"357"	"GBR"	"GBHMV"	"Hamnavoe, Burra Isle"	"6010N 00132W"	60.1033569	-1.321977886	3
"358"	"GBR"	"GBHOP"	"Hopeman"	"5770N 00342W"	57.7	-3.416666667	3
"359"	"GBR"	"GBHRN"	"Herne Bay"	"5137N 00113E"	51.36666667	1.133333333	3
"360"	"GBR"	"GBHRZ"	"Hornsea"	"5390N 00017W"	53.9	-0.166666667	3
"361"	"GBR"	"GBHTG"	"Hastings"	"5085N 00060E"	50.85	0.6	3
"362"	"GBR"	"GBHTH"	"Hythe"	"5107N 00108E"	51.06666667	1.083333333	3
"363"	"GBR"	"GBHTP"	"Hartlepool"	"5468N 00122W"	54.68333333	-1.216666667	3
"364"	"GBR"	"GBHYG"	"Hayling Island"	"5083N 00098W"	50.83333333	-0.983333333	3
"365"	"GBR"	"GBHYL"	"Hoylake"	"5338N 00318W"	53.38333333	-3.183333333	3
"366"	"GBR"	"GBHYO"	"Hoy"	"5880N 00320W"	58.8	-3.2	3
"367"	"GBR"	"GBILF"	"Ilfracombe"	"5122N 00412W"	51.21666667	-4.116666667	3
"368"	"GBR"	"GBIRO"	"Winterton"	"5365N 00060W"	53.65	-0.6	3
"369"	"GBR"	"GBISA"	"Port Isaac"	"5058N 00482W"	50.58333333	-4.816666667	3
"370"	"GBR"	"GBJHV"	"Johnshaven"	"5678N 00232W"	56.78333333	-2.316666667	3
"371"	"GBR"	"GBJOG"	"John O Groats"	"5868N 00307W"	58.68333333	-3.066666667	3
"372"	"GBR"	"GBKAL"	"Kallin (Ceallan), Isle of Grimsay"	"5747N 00720W"	57.46666667	-7.2	3
"373"	"GBR"	"GBKBT"	"Kirkcudbright"	"5484N 00405W"	54.838	-4.051	3
"374"	"GBR"	"GBKES"	"Keiss"	"5852N 00312W"	58.51666667	-3.116666667	3
"375"	"GBR"	"GBKEV"	"Keyhaven"	"5072N 00157W"	50.71666667	-1.566666667	3
"376"	"GBR"	"GBKIB"	"Kingsbridge"	"5028N 00377W"	50.28333333	-3.766666667	3
"377"	"GBR"	"GBKIO"	"Killough"	"5425N 00563W"	54.25	-5.633333333	3
"378"	"GBR"	"GBKIP"	"Kippford"	"5488N 00381W"	54.88	-3.814	3
"379"	"GBR"	"GBKLK"	"Kilkeel"	"5407N 00600W"	54.06666667	-6	3
"380"	"GBR"	"GBKLN"	"King s Lynn"	"5275N 00038E"	52.75	0.383333333	3
"381"	"GBR"	"GBKYL"	"Kyle of Lochalsh"	"5727N 00570W"	57.26666667	-5.7	3
"382"	"GBR"	"GBKYU"	"Kylesku"	"5825N 00502W"	58.25	-5.016666667	3
"383"	"GBR"	"GBLBD"	"Lochboisdale (Loch Baghasdail), South Uist"	"5715N 00730W"	57.15	-7.3	3
"384"	"GBR"	"GBLGS"	"Largs"	"5578N 00487W"	55.78333333	-4.866666667	3
"385"	"GBR"	"GBLNM"	"Lynmouth"	"5122N 00382W"	51.21666667	-3.816666667	3
"386"	"GBR"	"GBLOE"	"Looe"	"5035N 00445W"	50.35	-4.45	3
"387"	"GBR"	"GBLSH"	"Langstone"	"5083N 00098W"	50.83333333	-0.983333333	3
"388"	"GBR"	"GBLUI"	"South Cuan, Luing"	"5627N 00563W"	56.26666667	-5.633333333	3
"389"	"GBR"	"GBLVR"	"Leverburgh, Harris"	"5777N 00702W"	57.76666667	-7.016666667	3
"390"	"GBR"	"GBLYA"	"Lytham St Annes"	"5373N 00297W"	53.73333333	-2.966666667	3
"391"	"GBR"	"GBLYB"	"Lybster"	"5828N 00330W"	58.28333333	-3.3	3
"392"	"GBR"	"GBLYR"	"Lyme Regis"	"5073N 00293W"	50.73333333	-2.933333333	3
"393"	"GBR"	"GBMAC"	"Machrihanish"	"5542N 00572W"	55.41666667	-5.716666667	3
"394"	"GBR"	"GBMCH"	"Malpas"	"5302N 00277W"	53.01666667	-2.766666667	3
"395"	"GBR"	"GBMGT"	"Margate"	"5138N 00142E"	51.38333333	1.416666667	3
"396"	"GBR"	"GBMHD"	"Minehead"	"5120N 00347W"	51.2	-3.466666667	3
"397"	"GBR"	"GBMID"	"Middlesbrough"	"5457N 00115W"	54.56666667	-1.15	3
"398"	"GBR"	"GBMLI"	"Mullion"	"5003N 00523W"	50.03333333	-5.233333333	3
"399"	"GBR"	"GBMOC"	"Morecambe"	"5407N 00285W"	54.06666667	-2.85	3
"400"	"GBR"	"GBMRY"	"Maryport"	"5470N 00350W"	54.7	-3.5	3
"401"	"GBR"	"GBMVG"	"Mevagissey"	"5027N 00478W"	50.26666667	-4.783333333	3
"402"	"GBR"	"GBMYE"	"Mid Yell"	"6060N 00105W"	60.6	-1.05	3
"403"	"GBR"	"GBNAI"	"Nairn"	"5758N 00387W"	57.58333333	-3.866666667	3
"404"	"GBR"	"GBNBW"	"North Berwick"	"5605N 00272W"	56.05	-2.716666667	3
"405"	"GBR"	"GBNCL"	"Newcastle upon Tyne"	"5422N 00590W"	54.21666667	-5.9	3
"406"	"GBR"	"GBNCS"	"Newcastle"	"5422N 00590W"	54.21666667	-5.9	3
"407"	"GBR"	"GBNOQ"	"North Queensferry"	"5600N 00338W"	56	-3.383333333	3
"408"	"GBR"	"GBNWF"	"Newhaven/Edinburgh"	"5598N 00322W"	55.98333333	-3.216666667	3
"409"	"GBR"	"GBORH"	"Orford"	"5210N 00153E"	52.1	1.533333333	3
"410"	"GBR"	"GBPAP"	"Port Appin"	"5655N 00540W"	56.55	-5.4	3
"411"	"GBR"	"GBPBA"	"Portballintrae"	"5522N 00653W"	55.21666667	-6.533333333	3
"412"	"GBR"	"GBPCW"	"Porthcawl"	"5148N 00370W"	51.48333333	-3.7	3
"413"	"GBR"	"GBPFY"	"Portaferry"	"5438N 00555W"	54.38333333	-5.55	3
"414"	"GBR"	"GBPGN"	"Paignton"	"5043N 00357W"	50.43333333	-3.566666667	3
"415"	"GBR"	"GBPKN"	"Portknockie"	"5770N 00285W"	57.7	-2.85	3
"416"	"GBR"	"GBPLP"	"Polperro"	"5033N 00453W"	50.33333333	-4.533333333	3
"417"	"GBR"	"GBPLV"	"Porthleven"	"5008N 00532W"	50.08333333	-5.316666667	3
"418"	"GBR"	"GBPMK"	"Portmahomack"	"5783N 00382W"	57.83333333	-3.816666667	3
"419"	"GBR"	"GBPMR"	"Port Mor, Muck"	"5683N 00622W"	56.83333333	-6.216666667	3
"420"	"GBR"	"GBPNB"	"Penberth"	"5005N 00560W"	50.05	-5.6	3
"421"	"GBR"	"GBPOH"	"Porthoustock"	"5005N 00507W"	50.05	-5.066666667	3
"422"	"GBR"	"GBPPK"	"Portpatrick"	"5408N 00510W"	54.08333333	-5.1	3
"423"	"GBR"	"GBPRE"	"Preston"	"5375N 00272W"	53.75	-2.716666667	3
"424"	"GBR"	"GBPRJ"	"Portreath"	"5027N 00530W"	50.26666667	-5.3	3
"425"	"GBR"	"GBPRL"	"Portloe"	"5022N 00490W"	50.21666667	-4.9	3
"426"	"GBR"	"GBPSB"	"Sutton Bridge"	"5277N 00102E"	52.76666667	1.016666667	3
"427"	"GBR"	"GBPSE"	"Port Seton"	"5597N 00293W"	55.96666667	-2.933333333	3
"428"	"GBR"	"GBPSW"	"Portstewart"	"5518N 00672W"	55.18333333	-6.716666667	3
"429"	"GBR"	"GBPSY"	"Portsoy"	"5768N 00268W"	57.68333333	-2.683333333	3
"430"	"GBR"	"GBPTC"	"Pettycur"	"5607N 00317W"	56.06666667	-3.166666667	3
"431"	"GBR"	"GBPVG"	"Portavogie"	"5445N 00545W"	54.45	-5.45	3
"432"	"GBR"	"GBPWI"	"Port William"	"5476N 00458W"	54.760442	-4.583874	3
"433"	"GBR"	"GBPWL"	"Pwllheli"	"5288N 00442W"	52.88333333	-4.416666667	3
"434"	"GBR"	"GBPWM"	"Pittenweem"	"5622N 00273W"	56.21666667	-2.733333333	3
"435"	"GBR"	"GBRAY"	"Rothesay, Isle of Bute"	"5583N 00503W"	55.83333333	-5.033333333	3
"436"	"GBR"	"GBROU"	"Rousay"	"5903N 00278W"	59.03333333	-2.783333333	3
"437"	"GBR"	"GBRTY"	"Rosehearty"	"5768N 00212W"	57.68333333	-2.116666667	3
"438"	"GBR"	"GBSAU"	"Saundersfoot"	"5170N 00472W"	51.7	-4.716666667	3
"439"	"GBR"	"GBSCB"	"Salcombe"	"5023N 00378W"	50.23333333	-3.783333333	3
"440"	"GBR"	"GBSCC"	"Scalpay, Outer Hebridies"	"5787N 00670W"	57.86666667	-6.7	3
"441"	"GBR"	"GBSFR"	"Seaford"	"5077N 00010E"	50.76666667	0.1	3
"442"	"GBR"	"GBSGM"	"Sheringham"	"5293N 00120E"	52.93333333	1.2	3
"443"	"GBR"	"GBSHO"	"Shoreham"	"5132N 00102E"	51.31666667	1.016666667	3
"444"	"GBR"	"GBSHU"	"Seahouses"	"5558N 00167W"	55.58333333	-1.666666667	3
"445"	"GBR"	"GBSJL"	"Strangford"	"5437N 00557W"	54.36666667	-5.566666667	3
"446"	"GBR"	"GBSKZ"	"Skeld"	"6017N 00142W"	60.16666667	-1.416666667	3
"447"	"GBR"	"GBSLC"	"Saltcoats"	"5562N 00478W"	55.61666667	-4.783333333	3
"448"	"GBR"	"GBSLV"	"Solva (Solfach)"	"5187N 00518W"	51.86666667	-5.183333333	3
"449"	"GBR"	"GBSMC"	"St Monance  (St Monans)"	"5620N 00273W"	56.2	-2.733333333	3
"450"	"GBR"	"GBSMV"	"St Mawes"	"5015N 00502W"	50.15	-5.016666667	3
"451"	"GBR"	"GBSNC"	"Sennen Cove"	"5007N 00570W"	50.06666667	-5.7	3
"452"	"GBR"	"GBSNW"	"St Andrews"	"5633N 00277W"	56.33333333	-2.766666667	3
"453"	"GBR"	"GBSRT"	"Southport"	"5365N 00300W"	53.65	-3	3
"454"	"GBR"	"GBSSY"	"Selsey"	"5073N 00080W"	50.73333333	-0.8	3
"455"	"GBR"	"GBSTI"	"St Ives"	"5021N 00549W"	50.20861111	-5.4875	3
"456"	"GBR"	"GBSTZ"	"Staithes"	"5455N 00080W"	54.55	-0.8	3
"457"	"GBR"	"GBSVN"	"Stonehaven"	"5697N 00220W"	56.96666667	-2.2	3
"458"	"GBR"	"GBSWE"	"Swanage"	"5062N 00197W"	50.61666667	-1.966666667	3
"459"	"GBR"	"GBTAI"	"Tayinloan"	"5567N 00565W"	55.66666667	-5.65	3
"460"	"GBR"	"GBTAR"	"Tarbert"	"5585N 00540W"	55.85	-5.4	3
"461"	"GBR"	"GBTEN"	"Tenby (Dinbych-y-pysgod)"	"5167N 00472W"	51.66666667	-4.716666667	3
"462"	"GBR"	"GBTFR"	"Trefforest"	"5298N 00442W"	52.983334	-4.4166665	3
"463"	"GBR"	"GBTHR"	"Thurso"	"5858N 00350W"	58.58333333	-3.5	3
"464"	"GBR"	"GBTRN"	"Troon"	"5553N 00467W"	55.53333333	-4.666666667	3
"465"	"GBR"	"GBUIG"	"Uig"	"5758N 00635W"	57.58333333	-6.35	3
"466"	"GBR"	"GBUYE"	"Uyeasound, Unst"	"6068N 00092W"	60.68333333	-0.916666667	3
"467"	"GBR"	"GBVID"	"Vidlin"	"6035N 00112W"	60.35	-1.116666667	3
"468"	"GBR"	"GBWBF"	"West Burrafirth"	"6030N 00152W"	60.3	-1.516666667	3
"469"	"GBR"	"GBWFT"	"Waterfoot"	"5507N 00607W"	55.06666667	-6.066666667	3
"470"	"GBR"	"GBWHE"	"Whitehead"	"5475N 00570W"	54.75	-5.7	3
"471"	"GBR"	"GBWHH"	"Isle of Whithorn"	"5470N 00436W"	54.699	-4.364	3
"472"	"GBR"	"GBWLZ"	"Walls"	"6022N 00157W"	60.21666667	-1.566666667	3
"473"	"GBR"	"GBWMS"	"West Mersea"	"5178N 00092E"	51.78333333	0.916666667	3
"474"	"GBR"	"GBWNZ"	"Walton-on-the-Naze"	"5187N 00127E"	51.86666667	1.266666667	3
"475"	"GBR"	"GBWOT"	"Worthing"	"5082N 00038W"	50.81666667	-0.383333333	3
"476"	"GBR"	"GBWSM"	"Weston-Super-Mare"	"5135N 00297W"	51.35	-2.966666667	3
"477"	"GBR"	"GBWWE"	"West Wemyss"	"5613N 00308W"	56.13333333	-3.083333333	3
"478"	"IRL"	"IEARD"	"Ardmore"	"5195N 00771W"	51.94783566	-7.7140444	3
"479"	"IRL"	"IEBBG"	"Balbriggan"	"5361N 00618W"	53.612113	-6.178694	3
"480"	"IRL"	"IEBKW"	"Blackwater"	"5243N 00633W"	52.43125007	-6.325931461	3
"481"	"IRL"	"IEBLN"	"Ballycotton"	"5183N 00801W"	51.82886778	-8.011534775	3
"482"	"IRL"	"IEBRA"	"Bray"	"5322N 00609W"	53.21575122	-6.086031273	3
"483"	"IRL"	"IEBUN"	"Bunbeg"	"5506N 00830W"	55.060675	-8.300171	3
"484"	"IRL"	"IEBUR"	"Burtonport"	"5499N 00843W"	54.98729079	-8.432548494	3
"485"	"IRL"	"IEBYT"	"Bantry"	"5168N 00945W"	51.680725	-9.454207	3
"486"	"IRL"	"IEBYV"	"Ballyvaughan"	"5312N 00915W"	53.11555556	-9.149444444	3
"487"	"IRL"	"IECAR"	"Carlingford"	"5405N 00619W"	54.04524447	-6.188967649	3
"488"	"IRL"	"IECHE"	"Cahirciveen"	"5195N 01022W"	51.948603	-10.224838	3
"489"	"IRL"	"IECKY"	"Clonakilty"	"5162N 00888W"	51.62202319	-8.883899964	3
"490"	"IRL"	"IECSW"	"Castletownbere"	"5165N 00991W"	51.65264685	-9.909219558	3
"491"	"IRL"	"IECUR"	"Curracloe"	"5238N 00638W"	52.381365	-6.383789117	3
"492"	"IRL"	"IEDAL"	"Dalkey"	"5327N 00609W"	53.2744301	-6.09483718	3
"493"	"IRL"	"IEDBG"	"Doonbeg"	"5273N 00952W"	52.72548107	-9.518605464	3
"494"	"IRL"	"IEDCN"	"Duncannon"	"5221N 00698W"	52.2083465	-6.980820524	3
"495"	"IRL"	"IEDFY"	"Dunfanaghy"	"5519N 00799W"	55.18516029	-7.994532494	3
"496"	"IRL"	"IEDLN"	"Doolin"	"5302N 00938W"	53.015919	-9.377861	3
"497"	"IRL"	"IEEKY"	"Easky"	"5429N 00896W"	54.28591401	-8.962214495	3
"498"	"IRL"	"IEFTD"	"Fethard"	"5219N 00683W"	52.19179513	-6.826485555	3
"499"	"IRL"	"IEGBI"	"Glenbeigh"	"5206N 00996W"	52.06157007	-9.959938152	3
"500"	"IRL"	"IEGRY"	"Greystones"	"5403N 00613W"	54.032881	-6.132259	3
"501"	"IRL"	"IEGWY"	"Galway"	"5327N 00905W"	53.269936	-9.051876	3
"502"	"IRL"	"IEKEN"	"Kenmare"	"5188N 00959W"	51.87784303	-9.588146245	3
"503"	"IRL"	"IEKIA"	"Kinvarra"	"5314N 00894W"	53.13851444	-8.936141745	3
"504"	"IRL"	"IEKLA"	"Killala"	"5421N 00922W"	54.21203307	-9.222356308	3
"505"	"IRL"	"IEKLL"	"Kells"	"5206N 00984W"	52.06006389	-9.841516667	3
"506"	"IRL"	"IEKRL"	"Kilmore Quay"	"5217N 00659W"	52.172879	-6.587334	3
"507"	"IRL"	"IEMAH"	"Malahide"	"5345N 00613W"	53.45158294	-6.128551461	3
"508"	"IRL"	"IEMOV"	"Moville"	"5519N 00704W"	55.19072544	-7.041267712	3
"509"	"IRL"	"IENNR"	"Spiddal"	"5325N 00931W"	53.24749969	-9.309592589	3
"510"	"IRL"	"IERAT"	"Rathmullan"	"5510N 00753W"	55.09806307	-7.5294464	3
"511"	"IRL"	"IERSS"	"Rosses Point"	"5431N 00857W"	54.30505	-8.568327	3
"512"	"IRL"	"IESCH"	"Schull"	"5153N 00955W"	51.52887297	-9.547045464	3
"513"	"IRL"	"IESKB"	"Skibbereen"	"5156N 00928W"	51.56208332	-9.283158183	3
"514"	"IRL"	"IESKE"	"Skerries"	"5357N 00609W"	53.5738365	-6.091963367	3
"515"	"IRL"	"IESNE"	"Sneem"	"5184N 00992W"	51.84361985	-9.923213777	3
"516"	"IRL"	"IESTB"	"Stradbally"	"5213N 00746W"	52.13000013	-7.46200165	3
"517"	"IRL"	"IEWVI"	"Waterville"	"5183N 01017W"	51.827026	-10.172138	3
"518"	"NLD"	"NLARM"	"Arnemuiden"	""	NA	NA	3
"519"	"NLD"	"NLBRS"	"Breskens"	"5140N 00355E"	51.4	3.55	3
"520"	"NLD"	"NLBSE"	"Bruinisse"	""	NA	NA	3
"521"	"NLD"	"NLBZM"	"Bergse Diepsluis/Bergen op Zoom"	"5150N 00430E"	51.5	4.3	3
"522"	"NLD"	"NLCOL"	"Colijnsplaat"	"5160N 00385E"	51.6	3.85	3
"523"	"NLD"	"NLDHR"	"Den Helder"	"5297N 00477E"	52.96666667	4.766666667	3
"524"	"NLD"	"NLDZL"	"Delfzijl"	"5333N 00692E"	53.33333333	6.916666667	3
"525"	"NLD"	"NLEAZ"	"Egmond aan Zee"	""	NA	NA	3
"526"	"NLD"	"NLEEM"	"Eemshaven"	"5345N 00682E"	53.45	6.816666667	3
"527"	"NLD"	"NLENK"	"Enkhuizen"	""	NA	NA	3
"528"	"NLD"	"NLEUR"	"Europoort"	""	NA	NA	3
"529"	"NLD"	"NLHAN"	"Hansweert/Schore"	""	NA	NA	3
"530"	"NLD"	"NLHAR"	"Harlingen"	"5318N 00542E"	53.18333333	5.416666667	3
"531"	"NLD"	"NLIJM"	"IJmuiden/Velsen"	"5247N 00460E"	52.46666667	4.6	3
"532"	"NLD"	"NLKAT"	"Kats"	"5157N 00387E"	51.56666667	3.866666667	3
"533"	"NLD"	"NLKOG"	"Kortgene"	""	NA	NA	3
"534"	"NLD"	"NLKWK"	"Katwijk"	""	NA	NA	3
"535"	"NLD"	"NLKWZ"	"Kornwerderzand"	"5307N 00533E"	53.06666667	5.333333333	3
"536"	"NLD"	"NLNSZ"	"Nieuwe Statenzijl"	"5323N 00720E"	53.23333333	7.2	3
"537"	"NLD"	"NLOHI"	"Oudeschild"	"5303N 00487E"	53.03333333	4.866666667	3
"538"	"NLD"	"NLPTT"	"Petten"	""	NA	NA	3
"539"	"NLD"	"NLRSL"	"Roompotsluis"	""	NA	NA	3
"540"	"NLD"	"NLRTM"	"Rotterdam"	"5192N 00450E"	51.91666667	4.5	3
"541"	"NLD"	"NLSCE"	"Scheveningen"	"5210N 00428E"	52.1	4.283333333	3
"542"	"NLD"	"NLSTA"	"Stavoren"	""	NA	NA	3
"543"	"NLD"	"NLSTD"	"Stellendam"	"5180N 00403E"	51.8	4.033333333	3
"544"	"NLD"	"NLTNZ"	"Terneuzen"	""	NA	NA	3
"545"	"NLD"	"NLURK"	"Urk"	"5267N 00560E"	52.66666667	5.6	3
"546"	"NLD"	"NLVLA"	"Vlaardingen"	"5192N 00435E"	51.91666667	4.35	3
"547"	"NLD"	"NLVLI"	"Vlissingen"	"5145N 00358E"	51.45	3.583333333	3
"548"	"NLD"	"NLWHD"	"Wilhelminadorp"	"5153N 00390E"	51.53333333	3.9	3
"549"	"NLD"	"NLWRG"	"Wieringen/Den Oever"	"5293N 00503E"	52.93333333	5.033333333	3
"550"	"NLD"	"NLWSO"	"Walsoorden"	"5138N 00403E"	51.38333333	4.033333333	3
"551"	"NLD"	"NLYSK"	"Yerseke"	""	NA	NA	3
"552"	"NLD"	"NLZOT"	"Zoutkamp"	""	NA	NA	3
"553"	"NOR"	"NOAES"	"Ålesund"	""	NA	NA	3
"554"	"NOR"	"NOALF"	"Alta"	""	NA	NA	3
"555"	"NOR"	"NOBGO"	"Bergen"	""	NA	NA	3
"556"	"NOR"	"NOEGE"	"Egersund"	"5845N 00600E"	58.45	6	3
"557"	"NOR"	"NOHRD"	"Harstad"	""	NA	NA	3
"558"	"NOR"	"NOKMY"	"Karmøy"	""	NA	NA	3
"559"	"NOR"	"NOMAY"	"Måløy"	""	NA	NA	3
"560"	"NOR"	"NOMEL"	"Melbu"	""	NA	NA	3
