Survey;Year;Semester;Quarter;id;ShootLon;ShootLat;Species;nb_indiv.0;nb_indiv.1;nb_indiv.2;nb_indiv.3;nb_indiv.4;nb_indiv.5;nb_indiv.6;nb_indiv.7;nb_indiv.8;nb_indiv.9;nb_indiv.10;nb_indiv.11;nb_indiv.12;nb_indiv.13;Stock;x;y;ICESareas;StockId
BITS;2013;2;4;3401;11.5853;54.2267;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;11.5853;54.2267;22;11
BITS;2014;1;1;4833;19.0833;55.1167;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.0833;55.1167;26;12
BITS;2014;1;1;6001;16.065;54.44;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.065;54.44;25;12
BITS;2014;1;1;6163;16.65;54.8733;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.65;54.8733;25;12
BITS;2014;1;1;6199;16.8983;55.06;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.8983;55.06;25;12
BITS;2014;1;1;5257;19.4533;56.1917;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.4533;56.1917;26;12
BITS;2014;1;1;7004;20.9733;57.9817;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;20.9733;57.9817;28-1;12
BITS;2014;1;1;5375;20.5933;57.3383;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;20.5933;57.3383;28-1;12
BITS;2014;1;1;5420;20.5867;57.175;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;20.5867;57.175;28-1;12
BITS;2014;1;1;5465;20.5883;57.1333;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;20.5883;57.1333;28-1;12
BITS;2014;1;1;5506;20.7267;57.1367;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;20.7267;57.1367;28-1;12
BITS;2014;1;1;5636;19.7083;56.3783;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.7083;56.3783;26;12
BITS;2014;1;1;7003;19.4633;58.0567;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.4633;58.0567;28-1;12
BITS;2014;1;1;4956;19.1533;57.35;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.1533;57.35;28-1;12
BITS;2014;1;1;5041;19.0682;57.2642;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.0682;57.2642;28-1;12
BITS;2014;1;1;5172;18.88;57.0667;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.88;57.0667;28-1;12
BITS;2014;1;1;5212;17.8733;57.0417;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;17.8733;57.0417;27;12
BITS;2014;1;1;5854;11.0753;55.1978;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;11.0753;55.1978;22;11
BITS;2014;1;1;5962;10.8052;55.0767;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.8052;55.0767;22;11
BITS;2014;1;1;6070;10.6435;54.6025;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.6435;54.6025;22;11
BITS;2014;1;1;6160;10.7301;54.6849;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.7301;54.6849;22;11
BITS;2014;1;1;6196;11.198;54.6156;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;11.198;54.6156;22;11
BITS;2014;1;1;6454;10.7135;54.4665;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.7135;54.4665;22;11
BITS;2014;1;1;5300;14.341;54.5108;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.341;54.5108;24;11
BITS;2014;1;1;5339;14.7487;54.4823;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.7487;54.4823;24;11
BITS;2014;1;1;5372;14.9053;54.4533;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.9053;54.4533;24;11
BITS;2014;1;1;5756;14.4783;54.696;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.4783;54.696;24;11
BITS;2014;1;1;6763;17.2832;55.4492;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;17.2832;55.4492;25;12
BITS;2014;1;1;6817;15.8725;55.4623;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;15.8725;55.4623;25;12
BITS;2014;1;1;6844;16.0828;55.2693;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.0828;55.2693;25;12
BITS;2014;1;1;6898;15.9993;55.2755;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;15.9993;55.2755;25;12
BITS;2014;1;1;6907;16.011;55.1502;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.011;55.1502;25;12
BITS;2014;2;4;7767;16.6467;54.8733;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.6467;54.8733;25;12
BITS;2014;2;4;7858;17.4767;54.85;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;17.4767;54.85;25;12
BITS;2014;2;4;8341;18.2733;54.9017;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.2733;54.9017;26;12
BITS;2014;2;4;7713;21.35;57.8283;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;21.35;57.8283;28-1;12
BITS;2014;2;4;7562;20.2467;56.5317;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;20.2467;56.5317;28-1;12
BITS;2014;2;4;7607;20.1967;56.4583;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;20.1967;56.4583;26;12
BITS;2014;2;4;7656;20.0833;56.4333;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;20.0833;56.4333;26;12
BITS;2014;2;4;7769;19.8667;56.3667;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.8667;56.3667;26;12
BITS;2014;2;4;7814;19.7067;56.38;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.7067;56.38;26;12
BITS;2014;2;4;9170;20.96;57.98;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;20.96;57.98;28-1;12
BITS;2014;2;4;8409;15.9819;55.2835;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;15.9819;55.2835;25;12
BITS;2014;2;4;8436;16.0225;55.2647;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.0225;55.2647;25;12
BITS;2014;2;4;8759;15.3714;55.3474;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;15.3714;55.3474;25;12
BITS;2014;2;4;8809;15.2687;55.3775;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;15.2687;55.3775;25;12
BITS;2014;2;4;8845;14.6427;55.4935;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;14.6427;55.4935;25;12
BITS;2014;2;4;8944;18.9008;56.0082;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.9008;56.0082;26;12
BITS;2014;2;4;8880;18.8833;57.0667;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.8833;57.0667;28-1;12
BITS;2014;2;4;9100;19.0667;57.25;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.0667;57.25;28-1;12
BITS;2014;2;4;9169;17.95;56.9917;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;17.95;56.9917;27;12
BITS;2014;2;4;9228;17.8733;57.0417;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;17.8733;57.0417;27;12
BITS;2014;2;4;7606;18.1667;57.75;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.1667;57.75;27;12
BITS;2014;2;4;7655;18.27;57.7133;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.27;57.7133;27;12
BITS;2014;2;4;8029;18.5333;56.2833;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.5333;56.2833;26;12
BITS;2014;2;4;8074;18.605;55.9217;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.605;55.9217;26;12
BITS;2014;2;4;8216;20.0316;55.7566;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;20.0316;55.7566;26;12
BITS;2014;2;4;7255;12.6447;55.9445;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;12.6447;55.9445;23;11
BITS;2014;2;4;7900;11.0173;57.7555;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;11.0173;57.7555;IIIan;11
BITS;2014;2;4;8266;10.852;55.5388;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.852;55.5388;22;11
BITS;2014;2;4;8434;11.0302;55.1818;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;11.0302;55.1818;22;11
BITS;2014;2;4;8730;11.0246;55.066;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;11.0246;55.066;22;11
BITS;2014;2;4;8212;11.2953;54.1473;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;11.2953;54.1473;22;11
BITS;2014;2;4;8027;14.483;54.698;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.483;54.698;24;11
BITS;2014;2;4;8826;12.5962;54.8798;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;12.5962;54.8798;24;11
BITS;2015;1;1;9452;15.2017;54.44;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;15.2017;54.44;25;12
BITS;2015;1;1;9506;15.5667;54.3833;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;15.5667;54.3833;25;12
BITS;2015;1;1;10531;18.73;55.855;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.73;55.855;26;12
BITS;2015;1;1;10373;19.4433;56.03;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.4433;56.03;26;12
BITS;2015;1;1;11641;17.4235;55.4865;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;17.4235;55.4865;25;12
BITS;2015;1;1;9562;18.7167;56.3333;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.7167;56.3333;26;12
BITS;2015;1;1;9823;19.2;57.3833;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.2;57.3833;28-1;12
BITS;2015;1;1;9939;19.1;57.2833;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.1;57.2833;28-1;12
BITS;2015;1;1;9994;19.05;57.2;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.05;57.2;28-1;12
BITS;2015;1;1;10153;19.53;57.8333;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.53;57.8333;28-1;12
BITS;2015;1;1;10243;19.4683;58.0475;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.4683;58.0475;28-1;12
BITS;2015;1;1;10371;18.1217;57.7633;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.1217;57.7633;27;12
BITS;2015;1;1;10479;17.5683;57.4917;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;17.5683;57.4917;27;12
BITS;2015;1;1;10530;17.8683;57.06;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;17.8683;57.06;27;12
BITS;2015;1;1;10701;16.9167;56.5333;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.9167;56.5333;27;12
BITS;2015;1;1;10782;16.9567;56.4833;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.9567;56.4833;25;12
BITS;2015;1;1;9819;10.3975;55.6552;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.3975;55.6552;22;11
BITS;2015;1;1;9990;10.1188;54.9667;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.1188;54.9667;22;11
BITS;2015;1;1;10044;10.2525;54.8283;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.2525;54.8283;22;11
BITS;2015;1;1;10194;10.918;55.0155;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.918;55.0155;22;11
BITS;2015;1;1;10368;10.1497;54.5368;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.1497;54.5368;22;11
BITS;2015;1;1;10527;11.1158;55.0428;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;11.1158;55.0428;22;11
BITS;2015;1;1;9397;12.9247;54.6247;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;12.9247;54.6247;24;11
BITS;2015;1;1;9451;12.9673;54.7935;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;12.9673;54.7935;24;11
BITS;2015;1;1;10099;14.1343;54.7062;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.1343;54.7062;24;11
BITS;2015;1;1;10240;13.9797;54.513;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;13.9797;54.513;24;11
BITS;2015;1;1;10369;14.1512;54.3935;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.1512;54.3935;24;11
BITS;2015;1;1;10609;14.4452;54.683;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.4452;54.683;24;11
BITS;2015;1;1;10699;14.6838;54.5768;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.6838;54.5768;24;11
BITS;2015;1;1;10741;14.8985;54.4573;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.8985;54.4573;24;11
BITS;2015;1;1;10845;14.7607;54.8345;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.7607;54.8345;24;11
BITS;2015;1;1;11317;13.7157;55.2525;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;13.7157;55.2525;24;11
BITS;2015;1;1;11415;13.2127;55.2082;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;13.2127;55.2082;24;11
BITS;2015;1;1;11469;12.649;54.8908;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;12.649;54.8908;24;11
BITS;2015;2;4;13473;20.97;57.98;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;20.97;57.98;28-1;12
BITS;2015;2;4;13007;15.261;55.493;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;15.261;55.493;25;12
BITS;2015;2;4;13034;15.3;55.3974;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;15.3;55.3974;25;12
BITS;2015;2;4;13079;15.3607;55.3274;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;15.3607;55.3274;25;12
BITS;2015;2;4;13106;15.541;55.4596;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;15.541;55.4596;25;12
BITS;2015;2;4;13304;16.1011;55.1427;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.1011;55.1427;25;12
BITS;2015;2;4;13331;15.9521;55.2358;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;15.9521;55.2358;25;12
BITS;2015;2;4;13354;16.02;55.2907;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.02;55.2907;25;12
BITS;2015;2;4;13376;16.1391;55.2993;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.1391;55.2993;25;12
BITS;2015;2;4;11848;18.955;57.1083;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.955;57.1083;28-1;12
BITS;2015;2;4;12001;19.1483;57.3667;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.1483;57.3667;28-1;12
BITS;2015;2;4;12141;19.47;57.7383;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;19.47;57.7383;28-1;12
BITS;2015;2;4;12340;17.7375;57.46;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;17.7375;57.46;27;12
BITS;2015;2;4;12385;18.1167;57.7667;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.1167;57.7667;27;12
BITS;2015;2;4;12430;18.2742;57.7167;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;18.2742;57.7167;27;12
BITS;2015;2;4;12471;17.8742;57.0417;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;17.8742;57.0417;27;12
BITS;2015;2;4;12646;17.285;57.1;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;17.285;57.1;27;12
BITS;2015;2;4;12691;17.175;56.9417;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;17.175;56.9417;27;12
BITS;2015;2;4;12736;16.85;56.5667;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.2532;16.85;56.5667;27;12
BITS;2015;2;4;12642;11.0067;55.2465;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;11.0067;55.2465;22;11
BITS;2015;2;4;12732;10.8373;55.2245;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.8373;55.2245;22;11
BITS;2015;2;4;12846;10.8862;55.3662;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.8862;55.3662;22;11
BITS;2015;2;4;12882;10.7798;55.4215;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;10.7798;55.4215;22;11
BITS;2015;2;4;12225;14.3397;54.5117;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.3397;54.5117;24;11
BITS;2015;2;4;12382;14.2713;54.5283;HER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HER.3a22;14.2713;54.5283;24;11
