Survey;Year;Semester;Quarter;id;ShootLon;ShootLat;Species;nb_indiv.0;nb_indiv.1;nb_indiv.2;nb_indiv.3;nb_indiv.4;nb_indiv.5;nb_indiv.6;nb_indiv.7;nb_indiv.8;nb_indiv.9;nb_indiv.10;nb_indiv.11;nb_indiv.12;nb_indiv.13;Stock;x;y;ICESareas;StockId
BITS;2015;2;4;13033;13.6507;55.0107;HER;0;0;4;104;34;2;0;0;0;0;0;0;0;0;HER.3a22;13.6507;55.0107;24;11
BITS;2015;2;4;13105;13.3155;55.066;HER;0;0;2;164;242;28;0;0;0;0;0;0;0;0;HER.3a22;13.3155;55.066;24;11
BITS;2015;2;4;13195;13.3695;55.1697;HER;0;0;10;80;108;16;2;0;0;0;0;0;0;0;HER.3a22;13.3695;55.1697;24;11
BITS;2015;2;4;13222;13.8858;55.149;HER;0;0;2;102;76;22;0;0;0;0;0;0;0;0;HER.3a22;13.8858;55.149;24;11
BITS;2015;2;4;13249;14.516;55.1013;HER;0;0;4;238;72;16;0;0;0;0;0;0;0;0;HER.3a22;14.516;55.1013;24;11
BITS;2015;2;4;13303;14.277;55.0508;HER;0;0;47.1568;117.892;23.5784;0;0;0;0;0;0;0;0;0;HER.3a22;14.277;55.0508;24;11
BITS;2015;2;4;13330;14.1288;54.9183;HER;0;0;14;194;112;30;2;0;0;0;0;0;0;0;HER.3a22;14.1288;54.9183;24;11
BITS;2015;2;4;13353;12.8372;55.0903;HER;0;0;122;302;58;0;0;0;0;0;0;0;0;0;HER.3a22;12.8372;55.0903;24;11
BITS;2015;2;4;13402;12.3297;54.7497;HER;0;0;147.8208;221.7312;18.4776;0;0;0;0;0;0;0;0;0;HER.3a22;12.3297;54.7497;24;11
BITS;2013;1;1;29;18.1367;56.1083;HER;0;0;0;1132;1157;0;0;0;0;0;0;0;0;0;HER.2532;18.1367;56.1083;26;12
BITS;2013;1;1;2393;18.4333;56.3433;HER;0;0;0;36;10;2;0;0;0;0;0;0;0;0;HER.2532;18.4333;56.3433;26;12
BITS;2013;1;1;2696;18.9667;55.64;HER;0;0;0;16;220;4;0;0;0;0;0;0;0;0;HER.2532;18.9667;55.64;26;12
BITS;2013;1;1;158;18.6533;55.175;HER;0;0;0;536;1774;56;0;0;0;0;0;0;0;0;HER.2532;18.6533;55.175;26;12
BITS;2013;1;1;279;18.0567;55.5117;HER;0;0;0;8;8;0;0;0;0;0;0;0;0;0;HER.2532;18.0567;55.5117;26;12
BITS;2013;1;1;342;18.99;55.5317;HER;0;0;0;319;1393;36;0;0;0;0;0;0;0;0;HER.2532;18.99;55.5317;26;12
BITS;2013;1;1;405;19.5693;54.9267;HER;0;0;0;628;3981;273;0;0;0;0;0;0;0;0;HER.2532;19.5693;54.9267;26;12
BITS;2013;1;1;530;19.5183;55.0683;HER;0;0;0;98;697;26;0;0;0;0;0;0;0;0;HER.2532;19.5183;55.0683;26;12
BITS;2013;1;1;864;19.6117;55.075;HER;0;0;0;1615;9500;421;0;0;0;0;0;0;0;0;HER.2532;19.6117;55.075;26;12
BITS;2013;1;1;990;19.95;55.39;HER;0;0;0;4030;11988;424;0;0;0;0;0;0;0;0;HER.2532;19.95;55.39;26;12
BITS;2013;1;1;1049;20.0567;55.5408;HER;0;0;0;1515;6739;168;0;0;0;0;0;0;0;0;HER.2532;20.0567;55.5408;26;12
BITS;2013;1;1;1107;19.25;55.35;HER;0;0;0;82;396;10;0;0;0;0;0;0;0;0;HER.2532;19.25;55.35;26;12
BITS;2013;1;1;1170;19.46;55.6033;HER;0;0;0;189;1424;27;0;0;0;0;0;0;0;0;HER.2532;19.46;55.6033;26;12
BITS;2013;1;1;1230;19.72;55.615;HER;0;0;0;106;674;16;0;0;0;0;0;0;0;0;HER.2532;19.72;55.615;26;12
BITS;2013;1;1;1280;20.0983;55.495;HER;0;0;0;9153;36610;775;0;0;0;0;0;0;0;0;HER.2532;20.0983;55.495;26;12
BITS;2013;1;1;1446;19.6917;55.0233;HER;0;0;0;2550;8350;185;0;0;0;0;0;0;0;0;HER.2532;19.6917;55.0233;26;12
BITS;2013;1;1;1608;20.3833;55.025;HER;0;0;0;74;186;10;0;0;0;0;0;0;0;0;HER.2532;20.3833;55.025;26;12
BITS;2013;1;1;2390;15.77;54.3817;HER;0;0;0;4;300;30;2;0;0;0;0;0;0;0;HER.2532;15.77;54.3817;25;12
BITS;2013;1;1;97;15.5717;54.385;HER;0;0;0;20;126;6;0;0;0;0;0;0;0;0;HER.2532;15.5717;54.385;25;12
BITS;2013;1;1;1391;19.2817;54.5017;HER;0;0;0;185;783;88;0;0;0;0;0;0;0;0;HER.2532;19.2817;54.5017;26;12
BITS;2013;1;1;1766;18.505;54.985;HER;0;0;0;770;3850;123;0;0;0;0;0;0;0;0;HER.2532;18.505;54.985;26;12
BITS;2013;1;1;1807;18.38;55.035;HER;0;0;0;201;1326;170;0;0;0;0;0;0;0;0;HER.2532;18.38;55.035;26;12
BITS;2013;1;1;2036;17.3033;55.2417;HER;0;0;0;16;128;12;0;0;0;0;0;0;0;0;HER.2532;17.3033;55.2417;25;12
BITS;2013;1;1;2216;17.6833;55.4017;HER;0;0;0;48;471;13;0;0;0;0;0;0;0;0;HER.2532;17.6833;55.4017;25;12
BITS;2013;1;1;2261;18.805;54.9733;HER;0;0;0;56;508;24;0;0;0;0;0;0;0;0;HER.2532;18.805;54.9733;26;12
BITS;2013;1;1;31;19.8233;56.3717;HER;0;0;0;1830;5490;0;0;0;0;0;0;0;0;0;HER.2532;19.8233;56.3717;26;12
BITS;2013;1;1;2395;21.055;57.8717;HER;0;0;0;5639;1410;0;0;0;0;0;0;0;0;0;HER.2532;21.055;57.8717;28-1;12
BITS;2013;1;1;2755;21.335;57.4383;HER;0;0;0;32382;1104;0;0;0;0;0;0;0;0;0;HER.2532;21.335;57.4383;28-1;12
BITS;2013;1;1;100;21.2617;57.38;HER;0;0;0;48;16;0;0;0;0;0;0;0;0;0;HER.2532;21.2617;57.38;28-1;12
BITS;2013;1;1;532;21.0367;57.06;HER;0;0;0;30;12;0;2;0;0;0;0;0;0;0;HER.2532;21.0367;57.06;28-1;12
BITS;2013;1;1;928;20.7033;56.6267;HER;0;0;0;10906;3775;0;0;0;0;0;0;0;0;0;HER.2532;20.7033;56.6267;28-1;12
BITS;2013;1;1;1050;20.4133;56.5617;HER;0;0;0;499;662;0;0;0;0;0;0;0;0;0;HER.2532;20.4133;56.5617;28-1;12
BITS;2013;1;1;699;16.3854;55.0912;HER;0;0;0;927.2516;4503.7936;165.5806;0;0;0;0;0;0;0;0;HER.2532;16.3854;55.0912;25;12
BITS;2013;1;1;2391;16.0577;55.2687;HER;0;0;0;65;460;5;0;0;0;0;0;0;0;0;HER.2532;16.0577;55.2687;25;12
BITS;2013;1;1;2562;15.9241;55.2194;HER;0;0;0;1.9355;19.355;0;0;0;0;0;0;0;0;0;HER.2532;15.9241;55.2194;25;12
BITS;2013;1;1;2694;16.2866;55.3207;HER;0;0;0;494.4;6064.64;131.84;0;0;0;0;0;0;0;0;HER.2532;16.2866;55.3207;25;12
BITS;2013;1;1;96;15.291;55.3916;HER;0;0;0;6;48;0;0;0;0;0;0;0;0;0;HER.2532;15.291;55.3916;25;12
BITS;2013;1;1;338;14.7172;55.462;HER;0;0;0;20;36;4;0;0;0;0;0;0;0;0;HER.2532;14.7172;55.462;25;12
BITS;2013;1;1;465;14.8388;55.6328;HER;0;0;0;775.8;3672.12;0;0;0;0;0;0;0;0;0;HER.2532;14.8388;55.6328;25;12
BITS;2013;1;1;804;16.661;55.5882;HER;0;0;0;935.34;6770.08;222.7;0;0;0;0;0;0;0;0;HER.2532;16.661;55.5882;25;12
BITS;2013;1;1;862;17.5835;55.551;HER;0;0;0;2;46;40;0;0;0;0;0;0;0;0;HER.2532;17.5835;55.551;25;12
BITS;2013;1;1;987;17.1639;55.3838;HER;0;0;0;54.36;1639.86;36.24;0;0;0;0;0;0;0;0;HER.2532;17.1639;55.3838;25;12
BITS;2013;1;1;1104;15.5743;55.5197;HER;0;0;0;16;212;0;0;0;0;0;0;0;0;0;HER.2532;15.5743;55.5197;25;12
BITS;2013;1;1;1167;15.3678;55.341;HER;0;0;0;24;140;0;0;0;0;0;0;0;0;0;HER.2532;15.3678;55.341;25;12
BITS;2013;1;1;1389;15.23;55.4811;HER;0;0;0;26;144;6;0;0;0;0;0;0;0;0;HER.2532;15.23;55.4811;25;12
BITS;2013;1;1;1551;15.0726;55.6872;HER;0;0;0;1709.1;6722.46;37.98;0;0;0;0;0;0;0;0;HER.2532;15.0726;55.6872;25;12
BITS;2013;1;1;1605;15.3528;55.7413;HER;0;0;0;1464.144;3449.424;74.448;0;0;0;0;0;0;0;0;HER.2532;15.3528;55.7413;25;12
BITS;2013;1;1;1950;16.9915;55.3733;HER;0;0;0;607.24;2571.08;51.68;0;0;0;0;0;0;0;0;HER.2532;16.9915;55.3733;25;12
BITS;2013;1;1;2346;16.2869;55.0016;HER;0;0;0;11017.92;40478.88;718.56;0;0;0;0;0;0;0;0;HER.2532;16.2869;55.0016;25;12
BITS;2013;1;1;2442;16.4249;55.0451;HER;0;0;0;290.64;3466.92;145.32;0;0;0;0;0;0;0;0;HER.2532;16.4249;55.0451;25;12
BITS;2013;1;1;27;14.4852;55.675;HER;0;0;0;22;92;14;0;0;0;0;0;0;0;0;HER.2532;14.4852;55.675;25;12
BITS;2013;1;1;1444;17.8907;56.2602;HER;0;0;0;2;0;0;0;0;0;0;0;0;0;0;HER.2532;17.8907;56.2602;25;12
BITS;2013;1;1;1606;17.6955;56.1448;HER;0;0;0;2046;7766;0;0;0;0;0;0;0;0;0;HER.2532;17.6955;56.1448;25;12
BITS;2013;1;1;1765;16.3347;55.7713;HER;0;0;0;34;196;6;0;0;0;0;0;0;0;0;HER.2532;16.3347;55.7713;25;12
BITS;2013;1;1;2080;16.2067;55.6788;HER;0;0;0;2;6;0;0;0;0;0;0;0;0;0;HER.2532;16.2067;55.6788;25;12
BITS;2013;1;1;2125;15.954;55.798;HER;0;0;0;2178;8070;92;0;0;0;0;0;0;0;0;HER.2532;15.954;55.798;25;12
BITS;2013;1;1;2169;15.9472;55.8358;HER;0;0;0;28836;64080;712;0;0;0;0;0;0;0;0;HER.2532;15.9472;55.8358;25;12
BITS;2013;1;1;1332;19.85;56.13;HER;0;0;0;98.8235;278.8235;0;0;0;0;0;0;0;0;0;HER.2532;19.85;56.13;26;12
BITS;2013;1;1;2394;20.2883;55.6633;HER;0;0;0;316.6667;263.3334;0;0;0;0;0;0;0;0;0;HER.2532;20.2883;55.6633;26;12
BITS;2013;1;1;859;10.9129;55.9826;HER;0;0;0;6;12;0;0;0;0;0;0;0;0;0;HER.3a22;10.9129;55.9826;22;11
BITS;2013;1;1;1276;10.7673;55.6945;HER;0;0;0;6;20;0;0;0;0;0;0;0;0;0;HER.3a22;10.7673;55.6945;22;11
BITS;2013;1;1;2750;14.3095;54.1908;HER;0;0;0;8;278;24;0;0;0;0;0;0;0;0;HER.3a22;14.3095;54.1908;24;11
BITS;2013;2;4;3467;17.9367;55.7267;HER;0;0;0;368;532;7;0;0;0;0;0;0;0;0;HER.2532;17.9367;55.7267;25;12
BITS;2013;2;4;3512;18.6367;55.72;HER;0;0;0;124;52;0;0;0;0;0;0;0;0;0;HER.2532;18.6367;55.72;26;12
BITS;2013;2;4;3557;18.4483;55.43;HER;0;0;0;140;715;25;0;0;0;0;0;0;0;0;HER.2532;18.4483;55.43;26;12
BITS;2013;2;4;3602;18.2233;55.5267;HER;0;0;0;149;1315;64;0;0;0;0;0;0;0;0;HER.2532;18.2233;55.5267;26;12
BITS;2013;2;4;3647;18.5483;55.515;HER;0;0;0;24;102;8;0;0;0;0;0;0;0;0;HER.2532;18.5483;55.515;26;12
BITS;2013;2;4;3692;18.5367;55.6267;HER;0;0;0;16;60;0;0;0;0;0;0;0;0;0;HER.2532;18.5367;55.6267;26;12
BITS;2013;2;4;3048;20.78;57.0533;HER;0;0;0;2433;2433;102;0;0;0;0;0;0;0;0;HER.2532;20.78;57.0533;28-1;12
BITS;2013;2;4;3102;20.7033;56.615;HER;0;0;0;948;312;0;0;0;0;0;0;0;0;0;HER.2532;20.7033;56.615;28-1;12
BITS;2013;2;4;3210;20.5833;56.6383;HER;0;0;0;6446;2633;0;0;0;0;0;0;0;0;0;HER.2532;20.5833;56.6383;28-1;12
BITS;2013;2;4;3260;20.3333;56.56;HER;0;0;0;3762;5286;0;0;0;0;0;0;0;0;0;HER.2532;20.3333;56.56;28-1;12
BITS;2013;2;4;3403;15.3116;55.7293;HER;0;0;0;903.448;5452.954;64.532;0;0;0;0;0;0;0;0;HER.2532;15.3116;55.7293;25;12
BITS;2013;2;4;3885;15.5882;55.5652;HER;0;0;0;477.216;2107.704;26.512;0;0;0;0;0;0;0;0;HER.2532;15.5882;55.5652;25;12
BITS;2013;2;4;4682;15.1721;54.8934;HER;0;0;0;2299.68;5289.264;114.984;0;0;0;0;0;0;0;0;HER.2532;15.1721;54.8934;25;12
BITS;2013;2;4;4737;15.3294;54.8227;HER;0;0;0;38;100;0;0;0;0;0;0;0;0;0;HER.2532;15.3294;54.8227;25;12
BITS;2013;2;4;2884;15.6121;54.8362;HER;0;0;0;521.8433;2736.1508;70.5194;0;0;0;0;0;0;0;0;HER.2532;15.6121;54.8362;25;12
BITS;2013;2;4;3046;15.6008;55.0878;HER;0;0;0;338.436;3529.404;32.232;0;0;0;0;0;0;0;0;HER.2532;15.6008;55.0878;25;12
BITS;2013;2;4;3257;16.3784;55.0814;HER;0;0;0;858.48;3691.464;42.924;0;0;0;0;0;0;0;0;HER.2532;16.3784;55.0814;25;12
BITS;2013;2;4;3303;16.3098;55.0585;HER;0;0;0;187.0266;1409.8935;21.58;0;0;0;0;0;0;0;0;HER.2532;16.3098;55.0585;25;12
BITS;2013;2;4;3600;16.2972;55.3226;HER;0;0;0;100.6452;414.1937;3.871;0;0;0;0;0;0;0;0;HER.2532;16.2972;55.3226;25;12
BITS;2013;2;4;3840;15.0707;55.2946;HER;0;0;0;2484.726;7664.748;210.57;0;0;0;0;0;0;0;0;HER.2532;15.0707;55.2946;25;12
BITS;2013;2;4;3939;14.9804;55.3172;HER;0;0;0;188.0277;1075.2829;82.2621;0;0;0;0;0;0;0;0;HER.2532;14.9804;55.3172;25;12
BITS;2013;2;4;3972;14.7223;55.4884;HER;0;0;0;120.498;918.08;126.236;0;0;0;0;0;0;0;0;HER.2532;14.7223;55.4884;25;12
BITS;2013;2;4;4125;18.9054;56.019;HER;0;0;0;4;2;0;0;0;0;0;0;0;0;0;HER.2532;18.9054;56.019;26;12
BITS;2013;2;4;4278;17.6964;55.8461;HER;0;0;0;4078.1382;6534.8478;0;0;0;0;0;0;0;0;0;HER.2532;17.6964;55.8461;25;12
BITS;2013;2;4;4305;17.698;55.7809;HER;0;0;0;1170.62;2224.178;85.136;0;0;0;0;0;0;0;0;HER.2532;17.698;55.7809;25;12
BITS;2013;2;4;4382;17.4208;55.459;HER;0;0;0;1114.608;3141.168;287.096;0;0;0;0;0;0;0;0;HER.2532;17.4208;55.459;25;12
BITS;2013;2;4;4400;17.4086;55.2587;HER;0;0;0;18.6207;74.4828;6.2069;0;0;0;0;0;0;0;0;HER.2532;17.4086;55.2587;25;12
BITS;2013;2;4;4432;17.2833;55.2376;HER;0;0;0;15;128.5714;12.8572;0;0;0;0;0;0;0;0;HER.2532;17.2833;55.2376;25;12
BITS;2013;2;4;4441;17.3395;55.3138;HER;0;0;0;66.48;990.552;152.904;0;0;0;0;0;0;0;0;HER.2532;17.3395;55.3138;25;12
BITS;2013;2;4;4504;17.3395;55.3138;HER;0;0;0;295.16;1136.68;31.4;0;0;0;0;0;0;0;0;HER.2532;17.3395;55.3138;25;12
BITS;2013;2;4;4513;16.7679;55.4092;HER;0;0;0;1772.1291;4513.0219;23.6284;0;0;0;0;0;0;0;0;HER.2532;16.7679;55.4092;25;12
BITS;2013;2;4;4522;16.663;55.5891;HER;0;0;0;8997.63;13286.22;0;0;0;0;0;0;0;0;0;HER.2532;16.663;55.5891;25;12
BITS;2013;2;4;4540;16.686;55.7363;HER;0;0;0;380.97;676.782;22.41;0;0;0;0;0;0;0;0;HER.2532;16.686;55.7363;25;12
BITS;2013;2;4;2817;14.5977;55.6108;HER;0;0;0;196;1580;64;0;0;0;0;0;0;0;0;HER.2532;14.5977;55.6108;25;12
BITS;2013;2;4;4466;14.7958;55.6127;HER;0;0;0;183;1663;27;0;0;0;0;0;0;0;0;HER.2532;14.7958;55.6127;25;12
BITS;2013;2;4;4738;15.9573;55.7978;HER;0;0;0;1357;4834;90;0;0;0;0;0;0;0;0;HER.2532;15.9573;55.7978;25;12
BITS;2013;2;4;2885;16.1403;55.8422;HER;0;0;0;15352;42023;0;0;0;0;0;0;0;0;0;HER.2532;16.1403;55.8422;25;12
BITS;2013;2;4;2993;17.652;56.1213;HER;0;0;0;39879;32789;0;0;0;0;0;0;0;0;0;HER.2532;17.652;56.1213;25;12
BITS;2013;2;4;3305;19.1042;57.2847;HER;0;0;0;7462;762;0;0;0;0;0;0;0;0;0;HER.2532;19.1042;57.2847;28-1;12
BITS;2013;2;4;2820;20.6183;55.51;HER;0;0;0;376;284;12;0;0;0;0;0;0;0;0;HER.2532;20.6183;55.51;26;12
BITS;2013;2;4;3302;14.3073;55.1925;HER;0;0;0;4;10;2;0;0;0;0;0;0;0;0;HER.3a22;14.3073;55.1925;24;11
BITS;2013;2;4;3599;13.4525;54.8023;HER;0;0;0;6;22;6;0;0;0;0;0;0;0;0;HER.3a22;13.4525;54.8023;24;11
BITS;2013;2;4;3644;13.404;54.8752;HER;0;0;0;20;68;4;0;0;0;0;0;0;0;0;HER.3a22;13.404;54.8752;24;11
BITS;2013;2;4;3689;13.6395;55.0498;HER;0;0;0;16;16;0;0;0;0;0;0;0;0;0;HER.3a22;13.6395;55.0498;24;11
BITS;2013;2;4;3767;13.8332;55.0978;HER;0;0;0;10;24;2;0;0;0;0;0;0;0;0;HER.3a22;13.8332;55.0978;24;11
BITS;2013;2;4;4043;13.7393;55.2713;HER;0;0;0;4;14;0;0;0;0;0;0;0;0;0;HER.3a22;13.7393;55.2713;24;11
BITS;2013;2;4;4070;13.4292;55.2103;HER;0;0;0;14;28;0;0;0;0;0;0;0;0;0;HER.3a22;13.4292;55.2103;24;11
BITS;2013;2;4;4124;12.977;55.0922;HER;0;0;0;4;4;0;0;0;0;0;0;0;0;0;HER.3a22;12.977;55.0922;24;11
BITS;2014;1;1;4788;19.0483;54.9233;HER;0;0;0;2;0;0;0;0;0;0;0;0;0;0;HER.2532;19.0483;54.9233;26;12
BITS;2014;1;1;6624;18.53;54.815;HER;0;0;0;2;4;0;0;0;0;0;0;0;0;0;HER.2532;18.53;54.815;26;12
BITS;2014;1;1;4878;18.935;55.1933;HER;0;0;0;2;0;0;0;0;0;0;0;0;0;0;HER.2532;18.935;55.1933;26;12
BITS;2014;1;1;4920;18.3433;55.4517;HER;0;0;0;96;546;6;0;0;0;0;0;0;0;0;HER.2532;18.3433;55.4517;26;12
BITS;2014;1;1;5040;17.845;55.4617;HER;0;0;0;40;192;0;0;0;0;0;0;0;0;0;HER.2532;17.845;55.4617;25;12
BITS;2014;1;1;5130;17.4117;54.9567;HER;0;0;0;2;2;0;0;0;0;0;0;0;0;0;HER.2532;17.4117;54.9567;25;12
BITS;2014;1;1;5301;16.5567;54.6817;HER;0;0;0;2;6;2;0;0;0;0;0;0;0;0;HER.2532;16.5567;54.6817;25;12
BITS;2014;1;1;5634;16.0567;55.1617;HER;0;0;0;78;647;30;0;0;0;0;0;0;0;0;HER.2532;16.0567;55.1617;25;12
BITS;2014;1;1;5928;15.695;54.4217;HER;0;0;0;378;846;0;0;0;0;0;0;0;0;0;HER.2532;15.695;54.4217;25;12
BITS;2014;1;1;5964;15.78;54.3833;HER;0;0;0;4;6;0;0;0;0;0;0;0;0;0;HER.2532;15.78;54.3833;25;12
BITS;2014;1;1;6235;17.3617;55.3867;HER;0;0;0;239;1116;34;0;0;0;0;0;0;0;0;HER.2532;17.3617;55.3867;25;12
BITS;2014;1;1;4789;19.575;56.13;HER;0;0;0;4449;5882;0;0;0;0;0;0;0;0;0;HER.2532;19.575;56.13;26;12
BITS;2014;1;1;6116;20.215;56.4867;HER;0;0;0;28;8;0;0;0;0;0;0;0;0;0;HER.2532;20.215;56.4867;26;12
BITS;2014;1;1;6458;20.0833;56.3883;HER;0;0;0;1728;853;0;0;0;0;0;0;0;0;0;HER.2532;20.0833;56.3883;26;12
BITS;2014;1;1;6625;19.9117;56.1733;HER;0;0;0;5018;4145;0;0;0;0;0;0;0;0;0;HER.2532;19.9117;56.1733;26;12
BITS;2014;1;1;6728;19.875;56.13;HER;0;0;0;2118;2780;0;0;0;0;0;0;0;0;0;HER.2532;19.875;56.13;26;12
BITS;2014;1;1;6869;20.4317;56.6333;HER;0;0;0;1397;407;0;0;0;0;0;0;0;0;0;HER.2532;20.4317;56.6333;28-1;12
BITS;2014;1;1;4957;21.1017;57.5133;HER;0;0;0;724;288;0;0;0;0;0;0;0;0;0;HER.2532;21.1017;57.5133;28-1;12
BITS;2014;1;1;4997;21.4317;57.5;HER;0;0;0;686;528;11;0;0;0;0;0;0;0;0;HER.2532;21.4317;57.5;28-1;12
BITS;2014;1;1;5042;21.335;57.4417;HER;0;0;0;669;3047;74;0;0;0;0;0;0;0;0;HER.2532;21.335;57.4417;28-1;12
BITS;2014;1;1;5173;21.035;57.055;HER;0;0;0;1669;2425;40;0;0;0;0;0;0;0;0;HER.2532;21.035;57.055;28-1;12
BITS;2014;1;1;5546;20.7583;56.6517;HER;0;0;0;4;56;0;0;0;0;0;0;0;0;0;HER.2532;20.7583;56.6517;28-1;12
BITS;2014;1;1;5591;20.7083;56.62;HER;0;0;0;40;193;13;0;0;0;0;0;0;0;0;HER.2532;20.7083;56.62;28-1;12
BITS;2014;1;1;6867;17.6988;56.1445;HER;0;0;0;14386;28040;146;0;0;0;0;0;0;0;0;HER.2532;17.6988;56.1445;25;12
BITS;2014;1;1;5543;14.7253;55.4587;HER;0;0;0;28;574;64;0;0;0;0;0;0;0;0;HER.2532;14.7253;55.4587;25;12
BITS;2014;1;1;5758;17.8885;56.2577;HER;0;0;0;60;118;2;0;0;0;0;0;0;0;0;HER.2532;17.8885;56.2577;25;12
BITS;2014;1;1;5826;16.6622;55.7665;HER;0;0;0;4193;14840;74;0;0;0;0;0;0;0;0;HER.2532;16.6622;55.7665;25;12
BITS;2014;1;1;5929;16.2038;55.6793;HER;0;0;0;1301;4014;77;0;0;0;0;0;0;0;0;HER.2532;16.2038;55.6793;25;12
BITS;2014;1;1;6459;20.0866;55.8416;HER;0;0;0;24;24;0;0;0;0;0;0;0;0;0;HER.2532;20.0866;55.8416;26;12
BITS;2014;1;1;6626;20.0866;55.6866;HER;0;0;0;12;0;0;0;0;0;0;0;0;0;0;HER.2532;20.0866;55.6866;26;12
BITS;2014;1;1;6729;20.525;55.5083;HER;0;0;0;4;0;0;0;0;0;0;0;0;0;0;HER.2532;20.525;55.5083;26;12
BITS;2014;1;1;5674;10.864;55.529;HER;0;0;0;9;33;0;0;0;0;0;0;0;0;0;HER.3a22;10.864;55.529;22;11
BITS;2014;1;1;6865;11.3358;54.3098;HER;0;0;0;4;0;0;0;0;0;0;0;0;0;0;HER.3a22;11.3358;54.3098;22;11
BITS;2014;1;1;5825;14.3197;54.5333;HER;0;0;0;2;2;0;0;0;0;0;0;0;0;0;HER.3a22;14.3197;54.5333;24;11
BITS;2014;1;1;6388;14.2715;55.164;HER;0;0;0;4;12;6;0;0;0;0;0;0;0;0;HER.3a22;14.2715;55.164;24;11
BITS;2014;1;1;6673;18.3143;56.136;HER;0;0;0;104;14;0;0;0;0;0;0;0;0;0;HER.2532;18.3143;56.136;26;12
BITS;2014;1;1;6682;18.4515;56.3285;HER;0;0;0;508.2616;68.684;0;0;0;0;0;0;0;0;0;HER.2532;18.4515;56.3285;26;12
BITS;2014;1;1;6772;16.9982;55.377;HER;0;0;0;429.0006;478.7398;6.2174;0;0;0;0;0;0;0;0;HER.2532;16.9982;55.377;25;12
BITS;2014;1;1;6781;16.9173;55.4035;HER;0;0;0;4;12;0;0;0;0;0;0;0;0;0;HER.2532;16.9173;55.4035;25;12
BITS;2014;1;1;6790;16.4397;55.5808;HER;0;0;0;36;290;0;0;0;0;0;0;0;0;0;HER.2532;16.4397;55.5808;25;12
BITS;2014;1;1;6808;15.7942;55.6727;HER;0;0;0;478.192;1374.802;23.9096;0;0;0;0;0;0;0;0;HER.2532;15.7942;55.6727;25;12
BITS;2014;1;1;6826;16.3153;55.3778;HER;0;0;0;10;34;0;0;0;0;0;0;0;0;0;HER.2532;16.3153;55.3778;25;12
BITS;2014;1;1;6835;16.1728;55.3112;HER;0;0;0;2;30;2;0;0;0;0;0;0;0;0;HER.2532;16.1728;55.3112;25;12
BITS;2014;1;1;6916;16.1982;55.096;HER;0;0;0;6;16;0;0;0;0;0;0;0;0;0;HER.2532;16.1982;55.096;25;12
BITS;2014;1;1;6934;15.644;54.9412;HER;0;0;0;2;10;0;0;0;0;0;0;0;0;0;HER.2532;15.644;54.9412;25;12
BITS;2014;1;1;6943;15.6925;54.857;HER;0;0;0;7.742;27.097;1.9355;0;0;0;0;0;0;0;0;HER.2532;15.6925;54.857;25;12
BITS;2014;1;1;6952;15.6487;54.7818;HER;0;0;0;2;6;0;0;0;0;0;0;0;0;0;HER.2532;15.6487;54.7818;25;12
BITS;2014;1;1;6961;15.287;54.7692;HER;0;0;0;10;86;0;0;0;0;0;0;0;0;0;HER.2532;15.287;54.7692;25;12
BITS;2014;1;1;7051;14.9358;55.3173;HER;0;0;0;64;100;8;0;0;0;0;0;0;0;0;HER.2532;14.9358;55.3173;25;12
BITS;2014;1;1;7060;15.1607;55.4402;HER;0;0;0;4;18;0;0;0;0;0;0;0;0;0;HER.2532;15.1607;55.4402;25;12
BITS;2014;1;1;7069;15.2608;55.3807;HER;0;0;0;2;10;0;0;0;0;0;0;0;0;0;HER.2532;15.2608;55.3807;25;12
BITS;2014;1;1;7087;15.5932;55.5318;HER;0;0;0;167.0552;636.0948;19.2756;0;0;0;0;0;0;0;0;HER.2532;15.5932;55.5318;25;12
BITS;2014;1;1;7096;15.2318;55.664;HER;0;0;0;60;192;0;0;0;0;0;0;0;0;0;HER.2532;15.2318;55.664;25;12
BITS;2014;1;1;7105;15.0407;55.5778;HER;0;0;0;4;10;0;0;0;0;0;0;0;0;0;HER.2532;15.0407;55.5778;25;12
BITS;2014;1;1;7114;14.9835;55.4648;HER;0;0;0;1.3334;6;0.6667;0;0;0;0;0;0;0;0;HER.2532;14.9835;55.4648;25;12
BITS;2014;2;4;7560;15.66;54.8333;HER;0;0;0;25;324;15;0;0;0;0;0;0;0;0;HER.2532;15.66;54.8333;25;12
BITS;2014;2;4;7949;19.3567;54.5083;HER;0;0;0;3622;10320;220;0;0;0;0;0;0;0;0;HER.2532;19.3567;54.5083;26;12
BITS;2014;2;4;8030;19.055;54.9333;HER;0;0;0;96;1240;33;0;0;0;0;0;0;0;0;HER.2532;19.055;54.9333;26;12
BITS;2014;2;4;8075;19.0917;55.1233;HER;0;0;0;677;1768;113;0;0;0;0;0;0;0;0;HER.2532;19.0917;55.1233;26;12
BITS;2014;2;4;8120;18.72;55.145;HER;0;0;0;231;1278;55;0;0;0;0;0;0;0;0;HER.2532;18.72;55.145;26;12
BITS;2014;2;4;7142;19.5783;56.135;HER;0;0;0;4511;3442;0;0;0;0;0;0;0;0;0;HER.2532;19.5783;56.135;26;12
