"harbour"	"lon"	"lat"	"range"
"NEXØ"	"NEXØ"	15.1349	55.0641	3
"NEYLAND"	"NEYLAND"	-4.933333333	51.7	3
"NIBE"	"NIBE"	9.6393	56.9824	3
"Nice"	"Nice"	7.25	43.7	3
"Niechorze"	"Niechorze"	15.0675	54.08416667	3
"NIEMBRO"	"NIEMBRO"	-4.82656128	43.43950156	3
"NIENDORF"	"NIENDORF"	10.80133333	53.98433333	3
"NIEUW-BEIJERLAND"	"NIEUW-BEIJERLAND"	4.34	51.81	3
"Nieuwpoort"	"Nieuwpoort"	2.75	51.13333333	3
"Nikkala"	"Nikkala"	23.933333	65.793333	3
"NIVÅ"	"NIVÅ"	12.4866	55.9371	3
"Nogersund"	"Nogersund"	14.738333	56.003333	3
"NOIA"	"NOIA"	-8.8874886	42.78256058	3
"Noirmoutier-en-l Île"	"Noirmoutier-en-l Île"	-2.225	47.008333	3
"NOLI"	"NOLI"	8.433333	44.2	3
"Nord-Boulogne (Boulogne-sur-Mer)"	"Nord-Boulogne (Boulogne-sur-Mer)"	1.616667	50.716667	3
"Nord-Koster"	"Nord-Koster"	11.013333	58.893333	3
"NORDBY"	"NORDBY"	8.4069	55.4485	3
"NORDDEICH"	"NORDDEICH"	7.150833333	53.6175	3
"NORDSTRAND"	"NORDSTRAND"	8.800833333	54.48483333	3
"Nordviksstrand"	"Nordviksstrand"	11.544333	57.979833	3
"Norje"	"Norje"	14.672167	56.118	3
"Norra Lagno"	"Norra Lagno"	18.405333	59.355333	3
"Norra Nas"	"Norra Nas"	12.2165	57.1405	3
"NØRRE BORK (BORK HAVN)"	"NØRRE BORK (BORK HAVN)"	8.3176	55.8334	3
"NØRRE LYNGBY"	"NØRRE LYNGBY"	9.746	57.4112	3
"NØRRE LYNGVIG"	"NØRRE LYNGVIG"	8.1197	56.0537	3
"NØRRE NISSUM (LIMFJORD)"	"NØRRE NISSUM (LIMFJORD)"	8.4178	56.5497	3
"NØRRE VEDBY"	"NØRRE VEDBY"	11.8266	54.93	3
"NØRRE VORUPØR"	"NØRRE VORUPØR"	8.3681	56.9566	3
"NØRREBY"	"NØRREBY"	8.5455	55.1048	3
"NØRRESUNDBY"	"NØRRESUNDBY"	9.9032	57.0697	3
"Norrfallsviken"	"Norrfallsviken"	18.525	62.976667	3
"Norrfjarden (Gavleborg)"	"Norrfjarden (Gavleborg)"	17.438333	62.061667	3
"Norrkoping"	"Norrkoping"	16.26	58.61	3
"Norrsundet"	"Norrsundet"	17.15	60.933333	3
"Norrtalje"	"Norrtalje"	18.725	59.756667	3
"NORS SØ"	"NORS SØ"	8.3697	57.0245	3
"NORSMINDE"	"NORSMINDE"	10.2607	56.0239	3
"North Berwick"	"North Berwick"	-2.716666667	56.05	3
"North Harris"	"North Harris"	-6.874444444	57.88388889	3
"North Lochs"	"North Lochs"	-6.483333333	58.1	3
"North Queensferry"	"North Queensferry"	-3.383333333	56	3
"North Roe to Hillswick"	"North Roe to Hillswick"	-1.333333333	60.58333333	3
"North Shields"	"North Shields"	-1.4	55.016666	3
"NORTH SHIELDS"	"NORTH SHIELDS"	-1.472777778	55.00472222	3
"North Sunderland"	"North Sunderland"	-1.366666675	54.91666794	3
"NORTH SUNDERLAND"	"NORTH SUNDERLAND"	-1.666666667	55.56666667	3
"North Uist"	"North Uist"	-7.162222222	57.60277778	3
"Northbay"	"Northbay"	-7.408888889	57	3
"Northmavine"	"Northmavine"	-1.345555556	60.64083333	3
"Nowa Pasleka"	"Nowa Pasleka"	19.76666667	54.4175	3
"Nowe Warpno"	"Nowe Warpno"	14.28333333	53.71716667	3
"NUMANA"	"NUMANA"	13.616667	43.516667	3
"NYBØL"	"NYBØL"	9.6814	54.9198	3
"NYBORG"	"NYBORG"	10.7924	55.3112	3
"NYBY"	"NYBY"	10.5664	55.4507	3
"Nyhamnslage"	"Nyhamnslage"	12.533333	56.245	3
"NYKØBING F"	"NYKØBING F"	11.8679	54.7693	3
"NYKØBING M"	"NYKØBING M"	8.8631	56.7945	3
"NYKØBING S"	"NYKØBING S"	11.6644	55.9223	3
"Nykoping"	"Nykoping"	17.021667	58.745	3
"NYMINDEGAB"	"NYMINDEGAB"	8.1937	55.8172	3
"Nynas"	"Nynas"	17.388667	58.7975	3
"Nynashamn"	"Nynashamn"	17.956667	58.9	3
"NYORD"	"NYORD"	12.1955	55.0415	3
"NYSTED"	"NYSTED"	11.7298	54.6672	3
"Oban"	"Oban"	-5.475	56.41277778	3
"Obbola"	"Obbola"	20.3035	63.689	3
"Obluze"	"Obluze"	19.58366667	54.43333333	3
"Ockero"	"Ockero"	11.663333	57.706667	3
"ODDEN"	"ODDEN"	11.3684	55.9717	3
"ODDESUND NORD"	"ODDESUND NORD"	8.5421	56.5824	3
"ODDESUND SYD"	"ODDESUND SYD"	8.5648	56.5732	3
"Oddo"	"Oddo"	11.1395	58.91	3
"ODENSE"	"ODENSE"	10.3909	55.3961	3
"OGNINA"	"OGNINA"	15.255632	36.980611	3
"OHRFELDHAFF"	"OHRFELDHAFF"	9.833833333	54.751	3
"Okno"	"Okno"	16.349167	57.005167	3
"Oksywie"	"Oksywie"	18.55016667	54.5505	3
"OLBIA"	"OLBIA"	9.516667	40.916667	3
"Olmanas"	"Olmanas"	12.081667	57.3635	3
"ØLSTED"	"ØLSTED"	12.0723	55.9243	3
"OMEATH"	"OMEATH"	-6.248779742	54.08441988	3
"OMMEL"	"OMMEL"	10.488	54.8723	3
"OMØ"	"OMØ"	11.1592	55.1707	3
"Omonville"	"Omonville"	1.05	49.8	3
"Ondarroa"	"Ondarroa"	-2.422499895	43.32638931	3
"Onnered"	"Onnered"	11.873333	57.636667	3
"Onsala"	"Onsala"	12.038333	57.415	3
"ONSEVIG"	"ONSEVIG"	11.1101	54.947	3
"OOSTBURG-BRESKEN"	"OOSTBURG-BRESKEN"	3.54	51.43	3
"OOSTDONGERADEEL"	"OOSTDONGERADEEL"	6.07	53.36	3
"Oostende"	"Oostende"	2.9216666	51.238335	3
"ORBETELLO"	"ORBETELLO"	11.216667	42.45	3
"ØRBYHAGE"	"ØRBYHAGE"	9.3872	55.1732	3
"OREBY"	"OREBY"	12.0588	54.8847	3
"Oregrund"	"Oregrund"	18.445	60.34	3
"OREHOVED"	"OREHOVED"	11.8542	54.9528	3
"ORFORD"	"ORFORD"	1.533333333	52.1	3
"ORIO"	"ORIO"	-2.12584222	43.27767262	3
"ORISTANO"	"ORISTANO"	8.591944	39.903056	3
"Orkney"	"Orkney"	-2.883888889	59.06861111	3
"Orlowo"	"Orlowo"	18.55083333	54.4175	3
"Ormon"	"Ormon"	18.658333	60.270333	3
"ORMOS PANAGIAS"	"ORMOS PANAGIAS"	23.734	40.27	3
"Orn"	"Orn"	11.319667	58.385333	3
"Ornahusen"	"Ornahusen"	14.260833	55.45	3
"Orno"	"Orno"	18.4305	59.052667	3
"Ornskoldsvik"	"Ornskoldsvik"	18.716667	63.288333	3
"ORØ HAVN"	"ORØ HAVN"	11.8023	55.7568	3
"ØRODDE"	"ØRODDE"	8.8779	56.7865	3
"ØRSLEVKLOSTER SØ"	"ØRSLEVKLOSTER SØ"	9.2188	56.5998	3
"ORTH"	"ORTH"	11.05016667	54.43466667	3
"ORTIGUERA"	"ORTIGUERA"	-6.73904383	43.56192624	3
"ORTONA"	"ORTONA"	14.4	42.35	3
"ØRUM SØ"	"ØRUM SØ"	10.1029	57.1916	3
"Oskarshamn"	"Oskarshamn"	16.458333	57.266667	3
"Öskata/Nämpnäs"	"Öskata/Nämpnäs"	21.1375	62.472	3
"Oslonino"	"Oslonino"	18.46666667	54.66683333	3
"Osmo"	"Osmo"	17.900833	58.985833	3
"ØSTER HURUP"	"ØSTER HURUP"	10.2712	56.8036	3
"ØSTERBY"	"ØSTERBY"	11.1276	57.3188	3
"ØSTERHUSE (LANGELAND)"	"ØSTERHUSE (LANGELAND)"	10.9452	55.123	3
"ØSTERSKOV STRAND (SYDLANGELAND)"	"ØSTERSKOV STRAND (SYDLANGELAND)"	10.4174	54.4335	3
"Osthammar"	"Osthammar"	18.377833	60.2605	3
"Oston"	"Oston"	20.704667	63.823667	3
"Ostra Ekno"	"Ostra Ekno"	16.716667	57.61	3
"Ostra Torp"	"Ostra Torp"	13.356333	55.346667	3
"ØSTSKOV"	"ØSTSKOV"	12.0388	55.4408	3
"OTHWNOI"	"OTHWNOI"	19.402	39.838	3
"OTRANTO"	"OTRANTO"	18.5	40.15	3
"Otteron"	"Otteron"	11.237833	58.6545	3
"Ouessant"	"Ouessant"	-5.083333333	48.45	3
"Ouistreham"	"Ouistreham"	-0.25	49.283333	3
"Out Skerries"	"Out Skerries"	-0.75	60.425	3
"Overboda"	"Overboda"	17.445833	60.609667	3
"OVESØ"	"OVESØ"	8.2344	56.5297	3
"OVIÑANA"	"OVIÑANA"	-6.22331231	43.58608009	3
"Oxelosund"	"Oxelosund"	17.116667	58.658333	3
"Oxevik"	"Oxevik"	11.507667	58.266667	3
"OYRANOYPOLI"	"OYRANOYPOLI"	23.984	40.318	3
"OYSTERHAVEN"	"OYSTERHAVEN"	-8.440211182	51.68947282	3
"Padstow"	"Padstow"	-4.9333334	50.566666	3
"PADSTOW"	"PADSTOW"	-4.933333333	50.53333333	3
"PAGELSHAM"	"PAGELSHAM"	0.666666667	51.63361111	3
"PAHI MEGARWN"	"PAHI MEGARWN"	23.345	37.972	3
"Paignton"	"Paignton"	-3.549999952	50.43333435	3
"PAIGNTON"	"PAIGNTON"	-3.566666667	50.43333333	3
"Paimboeuf"	"Paimboeuf"	-2.033333	47.283333	3
"Paimpol"	"Paimpol"	-3.05	48.766667	3
"PALAIA FWKAIA"	"PALAIA FWKAIA"	23.914	37.704	3
"PALAIOHWRA"	"PALAIOHWRA"	23.944	35.514	3
"PALAIROS"	"PALAIROS"	20.856	38.779	3
"Palamos"	"Palamos"	3.12692886	41.84602959	3
"PALAU"	"PALAU"	9.383333	41.183333	3
"Palavas-les-Flots"	"Palavas-les-Flots"	3.933333	43.533333	3
"Paldiski Lõunasadam"	"Paldiski Lõunasadam"	24.08333333	59.33333333	3
"Paldiski Põhjasadam"	"Paldiski Põhjasadam"	24.0475	59.34983333	3
"PALERMO"	"PALERMO"	13.366667	38.116667	3
"PALINURO"	"PALINURO"	15.283333	40.033333	3
"Paljassaare"	"Paljassaare"	24.7	59.45	3
"Palma Mallorca"	"Palma Mallorca"	2.64002876	39.56566297	3
"PALMEIRA"	"PALMEIRA"	-8.95672312	42.58029827	3
"PALMI"	"PALMI"	15.85	38.35	3
"PAMHULE SØ"	"PAMHULE SØ"	9.2456	55.1378	3
"PANAREA"	"PANAREA"	15.066667	38.633333	3
"PANJON"	"PANJON"	-8.82369766	42.1436733	3
"PAOLA"	"PAOLA"	16.033333	39.35	3
"Paphos"	"Paphos"	32.4	34.75	3
"PARALIA"	"PARALIA"	22.614	40.429	3
"PARALIA ASTROYS"	"PARALIA ASTROYS"	22.762	37.425	3
"PARALIA PETRIWN"	"PARALIA PETRIWN"	24.191	38.408	3
"PARGA"	"PARGA"	20.341	39.281	3
"Pärnu"	"Pärnu"	22.468	58.38333333	3
"PAROIKIA"	"PAROIKIA"	25.238	37.126	3
"Pasajes"	"Pasajes"	-1.933333278	43.33333206	3
"Paskallavik"	"Paskallavik"	16.468333	57.163333	3
"PASSAGE EAST"	"PASSAGE EAST"	-6.97469343	52.2405661	3
"PATITIRI"	"PATITIRI"	23.873	39.14	3
"PATMOS"	"PATMOS"	26.529	37.311	3
"PATRA (Auction Hall)"	"PATRA (Auction Hall)"	21.73206	38.25401	3
"PATTI MARINA"	"PATTI MARINA"	14.966667	38.133333	3
"Pauillac"	"Pauillac"	-0.75	45.2	3
"PEDASO"	"PEDASO"	13.833333	43.1	3
"PEDERSKER"	"PEDERSKER"	14.9922	55.0311	3
"Peel"	"Peel"	-4.6961112	54.227222	3
"PEEL"	"PEEL"	-4.7	54.23333333	3
"PEENEMUENDE"	"PEENEMUENDE"	13.76783333	54.134	3
"PELLARO"	"PELLARO"	15.65	38.016667	3
"PELLWORM"	"PELLWORM"	8.683833333	54.51716667	3
"Pempoul (Saint-Pol-de-Léon)"	"Pempoul (Saint-Pol-de-Léon)"	-3.983333	48.683333	3
"PENBERTH"	"PENBERTH"	-5.6	50.05	3
"Penclawdd"	"Penclawdd"	-4.099999905	51.65000153	3
"PENCLAWDD"	"PENCLAWDD"	-4.083333333	51.63333333	3
"Penhors (Pouldreuzic)"	"Penhors (Pouldreuzic)"	-4.366667	47.95	3
"PEÑISCOLA"	"PEÑISCOLA"	0.40484992	40.35808344	3
"Pennan"	"Pennan"	-2.266666667	57.66666667	3
"Penrhyn"	"Penrhyn"	-4.083333492	53.23333359	3
"Penryn (Cornwall)"	"Penryn (Cornwall)"	-5.077222347	50.15000153	3
"PENRYN (CORNWALL)"	"PENRYN (CORNWALL)"	-5.1	50.16666667	3
"Penzance"	"Penzance"	-5.5327778	50.116665	3
"PENZANCE"	"PENZANCE"	-5.547777778	50.11361111	3
"PERELLO"	"PERELLO"	0.71000009	40.8790001	3
"PERIGIALI"	"PERIGIALI"	20.73	38.719	3
"Perros-Guirec"	"Perros-Guirec"	-3.45	48.816667	3
"Perros (Plouguerneau)"	"Perros (Plouguerneau)"	-4.5	48.6	3
"PESARO"	"PESARO"	12.916667	43.9	3
"PESCARA"	"PESCARA"	13.266667	42.75	3
"PESCHICI"	"PESCHICI"	16.016667	41.95	3
"Peterhead"	"Peterhead"	-1.775277778	57.50555556	3
"PETERVÆRFT"	"PETERVÆRFT"	12.0455	54.5819	3
"Petit Piquey (Lège-Cap-Ferret)"	"Petit Piquey (Lège-Cap-Ferret)"	-1.133333333	44.78333333	3
"PETRA"	"PETRA"	26.168	39.34	3
"PETRITI (KORISSIWN)"	"PETRITI (KORISSIWN)"	20.003	39.454	3
"Pettycur"	"Pettycur"	-3.166666667	56.06666667	3
"PEYKI"	"PEYKI"	23.426	38.685	3
"PIANO DI SORRENTO"	"PIANO DI SORRENTO"	14.383333	40.633333	3
"Piaski"	"Piaski"	19.6	54.4333	3
"Piaski I"	"Piaski I"	19.58416667	54.41733333	3
"Piaski II"	"Piaski II"	19.58366667	54.43333333	3
"PINEDA"	"PINEDA"	2.01567942	41.26677255	3
"PIOMBINO"	"PIOMBINO"	10.533333	42.916667	3
"Piraillan (Lège-Cap-Ferret)"	"Piraillan (Lège-Cap-Ferret)"	-1.133333333	44.78333333	3
"Piran"	"Piran"	13.5625	45.52916667	3
"Piriac-sur-Mer"	"Piriac-sur-Mer"	-2.55	47.383333	3
"Pirou"	"Pirou"	-1.583333	49.183333	3
"PISW LIVADI"	"PISW LIVADI"	25.264	37.036	3
"Pitea"	"Pitea"	21.496667	65.32	3
"Pittenweem"	"Pittenweem"	-2.733333333	56.21666667	3
"PIZZO"	"PIZZO"	16.166667	38.733333	3
"PLAKA"	"PLAKA"	25.441	40.056	3
"PLATAMWNAS"	"PLATAMWNAS"	22.628	39.99	3
"PLATANIA"	"PLATANIA"	23.439	39.141	3
"PLATARIA"	"PLATARIA"	20.275	39.449	3
"PLAYA BLANCA"	"PLAYA BLANCA"	-13.70456371	28.91624775	3
"Playa San Juan"	"Playa San Juan"	-16.81475969	28.1785774	3
"Playa San Marcos"	"Playa San Marcos"	-16.72339462	28.37768719	3
"PLAYA SANTIAGO"	"PLAYA SANTIAGO"	-17.20700016	28.03199887	3
"PLENCIA"	"PLENCIA"	-2.94546197	43.40935698	3
"Pleubian"	"Pleubian"	-3.133333	48.85	3
"PLIMMYRI"	"PLIMMYRI"	27.5	35.54	3
"Plouescat"	"Plouescat"	-4.166667	48.666667	3
"Plougasnou"	"Plougasnou"	-3.8	48.7	3
"Plougrescant"	"Plougrescant"	-3.233333	48.85	3
"Plouguerneau"	"Plouguerneau"	-4.5	48.6	3
"Ploumanac h (Perros-Guirec)"	"Ploumanac h (Perros-Guirec)"	-3.45	48.816667	3
"PLWMARI"	"PLWMARI"	26.368	38.971	3
"Plymouth"	"Plymouth"	-4.1500001	50.333332	3
"PLYMOUTH"	"PLYMOUTH"	-4.116666667	50.4	3
"POGUM"	"POGUM"	7.2505	53.31716667	3
"POLLENSA"	"POLLENSA"	3.08417883	39.90515799	3
"Polperro"	"Polperro"	-4.516666889	50.31666565	3
"POLPERRO"	"POLPERRO"	-4.533333333	50.33333333	3
"Polruan"	"Polruan"	-4.599999905	50.31666565	3
"POLRUAN"	"POLRUAN"	-4.616666667	50.31666667	3
"Pomorie"	"Pomorie"	27.637	42.55066667	3
"Pont de la Corde (Carantec)"	"Pont de la Corde (Carantec)"	-3.916667	48.666667	3
"Pontevedra"	"Pontevedra"	-8.64741459	42.43699334	3
"PONTOON"	"PONTOON"	-9.855773579	51.65523788	3
"PONZA"	"PONZA"	12.966667	40.9	3
"Poole"	"Poole"	-1.933333278	50.66666794	3
"POOLE"	"POOLE"	-2	50.71666667	3
"Poolewe - Cove"	"Poolewe - Cove"	-5.611111111	57.7625	3
"PORIS DE ABONA"	"PORIS DE ABONA"	-16.44200016	28.17799998	3
"Pornic"	"Pornic"	-2.1	47.116667	3
"POROS"	"POROS"	23.44613	37.50425	3
"Pors-Even (Ploubazlanec)"	"Pors-Even (Ploubazlanec)"	-3.033333	48.8	3
"Pors-Gelin (Pleumeur-Bodou)"	"Pors-Gelin (Pleumeur-Bodou)"	-3.52	48.77	3
"Pors Beach (Logonna-Daoulas)"	"Pors Beach (Logonna-Daoulas)"	-4.3	48.316667	3
"Pors Poulhan (Plouhinec)"	"Pors Poulhan (Plouhinec)"	-3.25	47.7	3
"Porscave (Plouguerneau)"	"Porscave (Plouguerneau)"	-4.5	48.6	3
"Port-Blanc (Trévou-Tréguignec)"	"Port-Blanc (Trévou-Tréguignec)"	-3.35	48.816667	3
"Port-de-Bouc"	"Port-de-Bouc"	4.983333	43.4	3
"Port-des-Barques"	"Port-des-Barques"	-1.066666667	45.95	3
"Port-du-Plomb (Nieul-sur-Mer)"	"Port-du-Plomb (Nieul-sur-Mer)"	-1.166667	46.2	3
"Port-en-Bessin (Port-en-Bessin-Huppain)"	"Port-en-Bessin (Port-en-Bessin-Huppain)"	-0.75	49.35	3
"Port-la-Nouvelle"	"Port-la-Nouvelle"	3.05	43.016667	3
"Port-Lazo (Plouézec)"	"Port-Lazo (Plouézec)"	-2.983333	48.75	3
"Port-Louis"	"Port-Louis"	-3.35	47.716667	3
"Port-Maubert (Saint-Fort-sur-Gironde)"	"Port-Maubert (Saint-Fort-sur-Gironde)"	-0.716667	45.466667	3
"Port-Saint-Louis-du-Rhône"	"Port-Saint-Louis-du-Rhône"	4.8	43.383333	3
"Port-Vendres"	"Port-Vendres"	3.116667	42.516667	3
"Port Appin"	"Port Appin"	-5.406666667	56.55	3
"Port Askaig"	"Port Askaig"	-6.103333333	55.845	3
"Port de Goulée (Valeyrac)"	"Port de Goulée (Valeyrac)"	-0.9	45.4	3
"PORT DE LA SELVA"	"PORT DE LA SELVA"	3.20227286	42.34342802	3
"Port du Bloscon (Roscoff)"	"Port du Bloscon (Roscoff)"	-4.166667	48.666667	3
"Port Ellen"	"Port Ellen"	-6.186944444	55.625	3
"Port Erroll"	"Port Erroll"	-1.833333333	57.4	3
"Port Isaac"	"Port Isaac"	-4.816666603	50.58333206	3
"PORT ISAAC"	"PORT ISAAC"	-4.816666667	50.58333333	3
"Port Lay (Groix)"	"Port Lay (Groix)"	-3.466667	47.633333	3
"Port le Four (Lège-Cap-Ferret)"	"Port le Four (Lège-Cap-Ferret)"	-1.133333333	44.78333333	3
"Port Manec h (Névez)"	"Port Manec h (Névez)"	-3.783333	47.816667	3
"Port neuf (Rochefort)"	"Port neuf (Rochefort)"	-0.983333	45.933333	3
"Port nord (Fouras)"	"Port nord (Fouras)"	-1.1	45.983333	3
"PORT RONAN"	"PORT RONAN"	-7.359222222	55.36158333	3
"Port Seton"	"Port Seton"	-2.933333333	55.96666667	3
"Port St Mary"	"Port St Mary"	-4.731944561	54.07138824	3
"Port Talbot"	"Port Talbot"	-3.799999952	51.58333206	3
"PORT TALBOT"	"PORT TALBOT"	-3.783333333	51.6	3
"Port Tudy (Groix)"	"Port Tudy (Groix)"	-3.466667	47.633333	3
"Port William"	"Port William"	-4.566666667	54.75	3
"Portaferry"	"Portaferry"	-5.533333302	54.38333511	3
"PORTAFERRY"	"PORTAFERRY"	-5.55	54.38333333	3
"Portaskaig"	"Portaskaig"	-6.1036	55.8452	3
"PORTAVAUD"	"PORTAVAUD"	-8.731111111	54.24333333	3
"Portavogie"	"Portavogie"	-5.438611	54.4575	3
"PORTAVOGIE"	"PORTAVOGIE"	-5.45	54.45	3
"Portbail"	"Portbail"	-1.7	49.333333	3
"Portballintrae"	"Portballintrae"	-6.5	55.21666718	3
"PORTBALLINTRAE"	"PORTBALLINTRAE"	-6.533333333	55.21666667	3
"PortBou"	"PortBou"	3.17299906	42.44599923	3
"Portes Neuves (Saint-Ciers-sur-Gironde)"	"Portes Neuves (Saint-Ciers-sur-Gironde)"	-0.616667	45.3	3
"Porthcawl"	"Porthcawl"	-3.683333397	51.46666718	3
"PORTHCAWL"	"PORTHCAWL"	-3.7	51.48333333	3
"Porthgain"	"Porthgain"	-5.166666508	51.93333435	3
"PORTHGAIN"	"PORTHGAIN"	-5.166666667	51.93333333	3
"Porthleven"	"Porthleven"	-5.300000191	50.08333206	3
"PORTHLEVEN"	"PORTHLEVEN"	-5.316666667	50.08333333	3
"PORTHOUSTOCK"	"PORTHOUSTOCK"	-5.066666667	50.05	3
"PORTICELLO"	"PORTICELLO"	13.533333	38.1	3
"PORTICI"	"PORTICI"	14.333333	40.816667	3
"Portincaple"	"Portincaple"	-4.85	56.1	3
"Portknockie"	"Portknockie"	-2.85	57.7	3
"Portland"	"Portland"	-2.433333397	50.56666565	3
"PORTLAND"	"PORTLAND"	-2.45	50.6	3
"Portloe"	"Portloe"	-4.866666794	50.21666718	3
"PORTLOE"	"PORTLOE"	-4.9	50.21666667	3
"PORTMADOC"	"PORTMADOC"	-4.1325	52.92638889	3
"PORTMAGEE"	"PORTMAGEE"	-10.38615009	51.8686531	3
"Portmahomack"	"Portmahomack"	-3.816666667	57.83333333	3
"Portnaguran and Ness"	"Portnaguran and Ness"	-6.216666667	58.48333333	3
"Portnahaven"	"Portnahaven"	-6.5	55.66666667	3
"Portnalong"	"Portnalong"	-6.251388889	57.2	3
"Porto"	"Porto"	8.7	42.266667	3
"Porto-Vecchio"	"Porto-Vecchio"	9.283333	41.583333	3
"PORTO AZZURRO"	"PORTO AZZURRO"	10.4	42.766667	3
"PORTO CERVO"	"PORTO CERVO"	9.533333	41.133333	3
"PORTO COLOM"	"PORTO COLOM"	3.26836882	39.42897043	3
"PORTO CONTE (FERTILIA)"	"PORTO CONTE (FERTILIA)"	8.2	40.6	3
"PORTO CRISTO"	"PORTO CRISTO"	3.3347046	39.5404707	3
"PORTO EMPEDOCLE"	"PORTO EMPEDOCLE"	13.533333	37.283333	3
"PORTO ERCOLE"	"PORTO ERCOLE"	11.2	42.383333	3
"PORTO GARIBALDI"	"PORTO GARIBALDI"	12.244444	44.677778	3
"PORTO KOYFO"	"PORTO KOYFO"	23.924	39.944	3
"PORTO LAGOS"	"PORTO LAGOS"	25.194	40.968	3
"PORTO LEVANTE"	"PORTO LEVANTE"	12.364722	45.046111	3
"PORTO NOGARO"	"PORTO NOGARO"	13.217222	45.82	3
"PORTO RECANATI"	"PORTO RECANATI"	13.666667	43.433333	3
"PORTO SAN GIORGIO"	"PORTO SAN GIORGIO"	13.8	43.183333	3
"PORTO SANTO STEFANO"	"PORTO SANTO STEFANO"	11.116667	42.433333	3
"PORTO TOLLE"	"PORTO TOLLE"	12.366667	44.933333	3
"PORTO TORRES"	"PORTO TORRES"	8.397222	40.835	3
"PORTO VENERE"	"PORTO VENERE"	9.85	44.05	3
"PORTOFERRAIO"	"PORTOFERRAIO"	10.316667	42.816667	3
"PORTOFINO"	"PORTOFINO"	9.2	44.3	3
"PORTOHELI"	"PORTOHELI"	23.144	37.296	3
"PORTONOVO"	"PORTONOVO"	-8.8210527	42.39560537	3
"PORTOPALO DI CAPO PASSERO"	"PORTOPALO DI CAPO PASSERO"	12.9	37.566667	3
"PORTOSCUSO"	"PORTOSCUSO"	8.378889	39.204722	3
"PORTOSIN"	"PORTOSIN"	-8.94566366	42.76215763	3
"Portpatrick"	"Portpatrick"	-5.1	54.83333333	3
"Portreath"	"Portreath"	-5.300000191	50.23333359	3
"PORTREATH"	"PORTREATH"	-5.3	50.26666667	3
"Portree"	"Portree"	-6.191666667	57.41055556	3
"Portrush"	"Portrush"	-6.6999998	55.166668	3
"PORTRUSH"	"PORTRUSH"	-6.65	55.21666667	3
"Portsall"	"Portsall"	-4.7	48.55	3
"Portskerra"	"Portskerra"	-3.916666667	58.56666667	3
"Portsmouth"	"Portsmouth"	-1.1166667	50.799999	3
"PORTSMOUTH"	"PORTSMOUTH"	-1.083333333	50.76666667	3
"Portsoy"	"Portsoy"	-2.683333333	57.68333333	3
"Portstewart"	"Portstewart"	-6.733333111	55.15000153	3
"PORTSTEWART"	"PORTSTEWART"	-6.716666667	55.18333333	3
"Portugalete"	"Portugalete"	-3.02699926	43.33900021	3
"PORTURLIN/PORTACLOY"	"PORTURLIN/PORTACLOY"	-9.708850777	54.32161385	3
"POSITANO"	"POSITANO"	14.483333	40.633333	3
"Pourville (Hautot-sur-Mer)"	"Pourville (Hautot-sur-Mer)"	1.033333	49.9	3
"POZZALLO"	"POZZALLO"	9.333333	44.816667	3
"POZZILLO"	"POZZILLO"	14.233333	37.183333	3
"POZZUOLI"	"POZZUOLI"	14.116667	40.816667	3
"PRÆSTØ"	"PRÆSTØ"	12.0435	55.1224	3
"PRAIA A MARE"	"PRAIA A MARE"	17.233611	40.423611	3
"Préfailles"	"Préfailles"	-2.216667	47.133333	3
"PREROW"	"PREROW"	12.4	54.45	3
"PRESEN"	"PRESEN"	11.23466667	54.468	3
"Preston"	"Preston"	-2.700000048	53.75	3
"PRESTON"	"PRESTON"	-2.716666667	53.75	3
"PREVEZA (Auction Hall)"	"PREVEZA (Auction Hall)"	20.757	38.955	3
"PROCIDA"	"PROCIDA"	14.033333	40.766667	3
"Propriano"	"Propriano"	8.9	41.666667	3
"PRUCHTEN"	"PRUCHTEN"	12.70083333	54.35083333	3
"Puck"	"Puck"	18.40066667	54.717	3
"PUENTEDEUME"	"PUENTEDEUME"	-8.17262169	43.41137562	3
"PUERTITO DE GÜIMAR"	"PUERTITO DE GÜIMAR"	-16.37315213	28.29516036	3
"Puerto de la Cruz"	"Puerto de la Cruz"	-16.54996373	28.4176386	3
"PUERTO DE LA LUZ - LAS PALMAS"	"PUERTO DE LA LUZ - LAS PALMAS"	-15.40880486	28.15520819	3
"Puerto de Santa Maria"	"Puerto de Santa Maria"	-6.23002482	36.59042494	3
"PUERTO DE VEGA"	"PUERTO DE VEGA"	-6.64435393	43.56588902	3
"PUERTO DEL ROSARIO"	"PUERTO DEL ROSARIO"	-13.85600374	28.49650998	3
"PUERTO DEL SON"	"PUERTO DEL SON"	-9.00184104	42.72855086	3
"Puerto Naos"	"Puerto Naos"	-17.9239998	28.60800093	3
"Puerto Santiago"	"Puerto Santiago"	-16.84349798	28.23678972	3
"Punta Hidalgo"	"Punta Hidalgo"	-16.32317737	28.57777486	3
"PUNTA UMBRIA"	"PUNTA UMBRIA"	-6.95858683	37.18352841	3
"Purtse"	"Purtse"	26.98333333	59.43583333	3
"PUTTGARDEN"	"PUTTGARDEN"	11.18416667	54.48383333	3
"Pwllheli"	"Pwllheli"	-4.433333397	52.86666489	3
"PWLLHELI"	"PWLLHELI"	-4.416666667	52.88333333	3
"PYLOS"	"PYLOS"	21.701	36.918	3
